pdb,F_I-sc,F_dG-cross/dSASAx100,F_dG-separated/dSASAx100,F_dSASA-polar,F_fa-dun,F_fa-intra-rep,F_fa-intra-sol-xover4,F_sc-value
4ziq_3,-83.274,-1.824,-1.106,2181.736,8662.464,23.895,555.973,0.581
4zlp_4,-43.933,-1.796,305.77,729.404,891.237,4.847,119.812,0.492
4zms_1,-64.901,-3.92,-3.44,454.441,1132.61,5.055,78.814,0.732
4zmy_1,-27.199,-1.915,-1.402,670.36,715.703,4.133,81.825,0.612
4zng_1,-47.645,-2.007,-1.12,829.49,2729.906,9.19,153.89,0.663
4zqb_1,-48.266,-2.401,-1.777,856.942,1030.492,5.797,116.162,0.649
4zrn_1,-91.999,-3.424,-3.145,933.245,1205.243,7.516,124.699,0.725
4zwv_1,-188.538,-3.687,-3.138,1906.047,1183.104,7.758,153.174,0.723
5a0j_1,-83.924,-3.068,-2.45,670.23,1294.612,7.074,122.284,0.759
5a1k_8,-56.107,-2.046,-1.759,1305.473,3296.264,7.734,145.757,0.596
5abr_1,-32.954,-3.197,-3.127,264.853,397.226,2.006,31.58,0.737
5afb_2,-55.402,-1.613,84.373,1484.287,1745.629,6.103,131.766,0.494
5afb_5,-56.13,-2.081,124.729,1507.633,1645.664,6.182,130.996,0.581
5ajn_3,-26.342,-1.265,101.246,900.48,2838.896,135.737,239.145,0.606
5an1_5,-72.995,-3.088,-2.143,874.777,1219.585,5.837,98.646,0.656
5ayp_1,-123.997,-3.117,-2.429,1010.872,1356.856,6.43,110.696,0.705
5b1y_1,-100.181,-3.04,-2.392,1190.406,1010.697,6.413,95.405,0.698
5b3z_1,-30.386,-1.528,-0.892,1081.1,1657.009,9.154,166.753,0.597
5b7z_1,-16.966,-1.374,-0.79,610.419,1072.525,6.686,117.154,0.506
5bqn_4,-36.042,-1.08,15.964,1978.658,4478.439,20.236,346.088,0.451
5c04_1,-46.541,-3.147,-2.838,396.372,512.986,2.983,59.066,0.778
5c2x_1,-39.114,-2.551,-2.303,461.157,713.647,5.145,86.609,0.67
5c3q_18,-30.224,-1.357,-0.76,1123.392,1293.548,6.295,130.584,0.433
5c6m_2,-39.121,-3.035,-2.785,414.455,751.165,5.141,81.929,0.726
5c9v_3,-45.68,-1.789,-1.371,1012.034,1286.357,6.389,130.536,0.59
5ca9_6,-36.334,-1.684,-0.876,985.158,6939.053,32.759,332.849,0.584
5cb2_3,-21.321,-0.378,-1.007,900.796,14017.041,2353.587,548.867,0.0
5cho_3,-144.544,-3.005,-2.267,1250.074,451.937,3.089,53.529,0.743
5cjj_1,-45.585,-3.314,-2.837,501.934,848.767,4.692,72.473,0.729
5ckl_1,-52.378,-3.319,-2.291,607.927,697.366,4.433,91.002,0.687
5ckm_1,-40.845,-1.872,298.314,597.082,1188.561,5.946,120.912,0.555
5ckn_1,-31.615,-1.04,140.881,1160.966,1107.979,5.951,115.796,0.472
5coa_3,-59.024,-2.549,-2.038,816.187,1355.902,8.757,139.296,0.681
5col_1,-85.574,-3.427,-1.796,774.198,1079.538,3.982,64.312,0.735
5cow_2,-40.317,-2.104,-1.443,723.543,881.512,5.511,96.775,0.369
5crb_1,-33.379,-1.446,-0.624,972.17,701.941,4.263,76.15,0.413
5crc_1,-89.489,-1.451,0.637,1495.225,769.974,3.435,56.839,0.584
5cro_1,-38.601,-2.948,-2.724,387.746,541.965,3.547,28.522,0.607
5csa_6,-69.07,-1.525,-1.148,1679.198,5327.624,20.318,343.203,0.633
5d9g_2,-92.994,-2.567,2.542,1289.752,1014.015,5.858,98.595,0.653
5dbl_1,-26.763,-0.904,-0.562,1176.956,407.886,2.456,47.77,0.591
5dis_10,-27.546,-0.91,-0.217,1190.637,5901.869,29.854,456.81,0.394
5dqw_1,-95.739,-3.751,-3.26,766.196,771.993,4.144,78.021,0.786
5dra_1,-70.299,-4.773,-4.441,406.005,1421.797,5.691,85.885,0.797
5dtm_1,-64.465,-1.866,-1.076,1255.988,1309.481,5.838,141.758,0.679
5dyk_2,-59.792,-1.943,-1.199,1377.922,3429.417,17.072,307.116,0.646
5dym_1,-84.016,-3.094,-2.371,833.369,429.998,2.579,42.43,0.707
5dyw_1,-27.0,-1.505,99.871,806.719,2587.071,13.065,226.797,0.524
5dzm_3,-211.966,-3.525,-2.782,1718.284,483.436,2.609,46.153,0.751
5e5p_4,-115.807,-3.268,-2.305,1234.008,1661.355,6.938,115.525,0.774
5e6m_3,-27.411,-1.123,-0.022,1179.296,2751.539,14.088,218.715,0.472
5eb9_1,-52.045,-2.857,73.112,380.015,793.564,3.207,47.879,0.695
5edx_1,-64.432,-3.18,21.572,533.574,454.187,2.78,40.771,0.797
5eg8_1,-48.176,-1.922,-0.852,1317.058,648.845,3.808,69.388,0.644
5eo6_1,-106.125,-3.702,-3.452,1336.768,1151.959,6.597,148.13,0.745
5ep8_1,-55.371,-3.336,-2.881,501.056,2035.623,7.83,148.751,0.734
5eq9_1,-64.154,-2.364,-1.763,1002.322,917.065,5.357,89.884,0.646
5eqf_7,-14.825,-0.798,-0.177,935.167,1832.438,9.206,179.155,0.463
5ex9_2,-141.327,-2.045,-1.555,2551.593,1657.227,7.832,176.054,0.629
5exv_1,-57.621,-2.663,-1.6,789.896,1528.312,5.58,75.539,0.544
5eyo_2,-87.601,-2.874,-1.837,829.781,320.262,1.886,44.318,0.68
5f05_1,-95.926,-3.26,-2.872,845.205,630.699,4.593,82.913,0.789
5f3k_1,-110.38,-3.138,-2.673,1033.747,873.767,4.69,85.368,0.741
5f5m_14,-40.045,-1.335,-0.773,1257.567,1574.784,8.265,154.698,0.543
5f5m_2,-54.529,-1.966,-1.061,1069.215,1580.755,8.535,155.598,0.525
5f5r_2,-43.239,-2.128,-1.26,1061.35,1052.212,5.759,84.773,0.634
5f74_2,-30.114,-1.214,-0.513,1109.059,1210.269,5.947,98.825,0.626
5feg_1,-24.851,-1.887,0.14,446.753,870.264,3.939,47.016,0.561
5fgo_1,-115.865,-2.965,-1.897,1162.785,310.446,1.86,31.838,0.73
5fjz_4,-51.008,-2.331,-1.656,1112.062,1499.727,6.141,112.47,0.642
5fn0_6,-52.379,-1.579,-0.967,1650.437,2951.932,8.19,178.859,0.57
5fom_2,-55.535,-2.197,-1.33,969.086,1420.414,5.984,103.205,0.75
5fub_1,-125.844,-3.46,-2.713,1139.526,1363.336,8.146,141.755,0.758
5fuf_1,-61.86,-2.341,-0.934,1168.659,1501.755,10.145,155.913,0.642
5gkx_4,-65.216,-1.656,0.032,1142.539,1246.901,6.976,109.366,0.479
5gmj_6,-95.385,-3.264,-2.469,1134.76,1029.184,5.39,90.495,0.738
5gt9_1,-60.874,-1.726,-0.971,1577.873,1015.064,5.893,97.961,0.638
5gus_1,-24.306,-1.082,-0.334,1319.791,712.248,3.915,61.825,0.603
5gx8_1,-43.647,-1.308,-0.605,1337.73,1949.72,13.026,222.166,0.538
5gyr_7,-165.095,-3.037,-2.682,1735.538,439.232,2.348,43.547,0.738
5gzu_1,-42.237,-1.766,-1.34,974.422,4170.534,19.109,343.202,0.563
5h0i_1,-16.083,-0.812,89.292,706.18,2269.379,7.032,145.535,0.477
5h13_1,-69.784,-2.031,-1.383,1239.926,1913.547,7.122,156.582,0.619
5h23_1,-20.547,-2.27,-1.584,352.746,709.308,3.493,62.234,0.631
5h5n_1,-64.838,-3.319,-2.802,683.715,334.629,1.875,39.234,0.731
5h7z_5,-38.213,-1.28,-0.053,1346.09,1709.364,7.409,126.345,0.53
5hay_1,-55.487,-1.274,-0.7,1905.326,2871.129,12.751,236.648,0.513
5hb0_7,-79.392,-2.891,-2.51,557.699,2544.842,12.119,226.962,0.592
5hb4_7,-33.766,-1.299,-0.259,1145.715,7486.583,33.263,612.004,0.478
5hiz_1,-25.082,-2.049,-1.843,265.29,829.163,3.709,36.761,0.634
5hkl_1,-66.624,-2.888,-2.341,787.07,601.027,3.515,61.857,0.666
5hm4_1,-42.608,-2.745,-1.726,556.435,2079.576,13.116,235.144,0.719
5hns_1,-80.799,-2.691,38.313,848.614,970.676,4.515,92.673,0.706
5ho9_4,-32.299,-1.37,-0.766,1066.913,2964.567,14.402,246.029,0.569
5hpj_1,-46.411,-2.749,32.096,592.789,785.121,4.572,89.944,0.787
5hpk_5,-28.137,-1.418,-0.727,993.946,2081.427,10.999,187.163,0.508
5hqw_1,-34.995,-3.08,-2.878,402.692,1093.982,5.951,103.696,0.752
5hs8_1,-63.789,-2.816,-2.266,480.752,546.345,2.283,37.437,0.622
5hsx_3,-43.568,-3.497,-2.524,387.512,905.992,5.798,103.081,0.755
5hu7_1,-33.678,-2.783,-2.495,333.985,1156.112,4.93,104.136,0.768
5hxo_1,-115.144,-3.497,-2.903,1013.235,1029.369,5.149,96.774,0.776
5i10_2,-56.524,-3.546,-3.08,506.194,816.191,4.527,80.881,0.77
5i4c_1,-36.763,-3.113,-1.789,280.189,826.843,3.428,51.207,0.68
5ie7_1,-63.948,-4.816,-4.276,346.116,1465.331,5.852,98.692,0.759
5ifw_6,-58.856,-2.277,-1.818,617.241,4286.097,18.403,311.298,0.638
5ig8_1,-106.663,-2.336,-1.649,1827.711,1768.554,8.364,127.539,0.594
5igh_2,-115.516,-2.172,-1.816,1900.184,888.839,6.699,120.055,0.58
5igp_2,-81.544,-2.937,-2.574,1100.464,909.63,7.094,123.591,0.774
5il5_1,-38.925,-3.655,-3.206,351.848,1170.827,5.669,105.615,0.68
5imt_6,-34.872,-1.12,-0.208,1156.457,2208.014,10.225,181.623,0.46
5iqw_2,-36.887,-1.584,-1.318,835.676,496.551,3.095,55.776,0.484
5iu2_1,-60.222,-2.216,-0.859,1063.438,1466.435,5.576,117.15,0.734
5iu9_1,-45.473,-1.098,30.146,1232.458,2836.076,8.292,170.426,0.479
5j1f_4,-32.151,-1.937,-1.291,966.296,898.447,3.764,86.539,0.519
5j6o_1,-36.867,-3.148,-2.705,398.298,1258.556,6.282,106.381,0.805
5j7n_3,-63.966,-2.379,-2.049,1298.759,672.434,2.906,44.818,0.555
5j9c_1,-50.291,-3.238,-2.962,661.774,593.793,3.564,60.569,0.682
5jgk_1,-31.878,-1.114,-0.585,1079.946,966.747,6.549,103.403,0.463
5jk9_1,-32.474,-1.457,174.494,922.516,1210.905,4.673,94.575,0.636
5jrh_1,-18.137,-0.732,0.08,1269.661,2213.712,13.666,254.034,0.595
5jsq_1,-100.811,-3.142,-2.838,1205.952,646.747,4.091,71.092,0.664
5k2i_1,-28.09,-2.549,-1.965,216.856,501.874,3.171,54.766,0.694
5k4b_1,-57.634,-1.67,-0.745,1752.699,1388.174,8.593,161.857,0.615
5k5t_1,-68.953,-1.258,111.025,2433.131,2874.628,9.956,226.479,0.435
5k93_1,-29.949,-1.207,-0.14,1392.334,1218.663,5.189,98.465,0.41
5knl_11,-17.031,-1.053,-0.791,608.317,4068.262,22.097,409.013,0.506
5kol_2,-69.437,-3.683,-3.413,694.929,604.081,3.607,58.002,0.673
5ks7_1,-64.667,-2.472,-0.504,862.034,979.629,3.45,55.021,0.598
5kvt_2,-45.121,-1.112,1.163,1120.8,1788.038,6.068,119.641,0.564
5kyn_7,-40.668,-1.753,-0.984,1097.443,4129.727,19.201,282.951,0.427
5kz6_1,-45.437,-2.088,-1.483,776.228,1030.864,6.683,127.648,0.58
5l40_2,-46.913,-1.787,-1.473,919.485,885.396,4.93,95.136,0.606
5l45_1,-51.003,-1.41,-0.961,1586.204,878.103,4.83,91.8,0.51
5l6q_1,-39.767,-3.08,63.536,498.434,338.714,1.863,34.385,0.741
5l7d_1,-40.076,-1.326,230.083,1486.632,3027.516,9.861,204.712,0.387
5l7n_1,-36.922,-1.888,103.346,1176.076,1145.491,7.248,115.703,0.492
5lb8_1,-39.724,-1.311,-0.639,1537.512,3029.359,7.271,171.361,0.439
5lc1_5,-77.185,-2.895,-2.384,1061.396,1530.291,6.949,119.207,0.647
5lj8_3,-47.679,-2.104,-1.428,1112.375,1008.304,4.595,93.17,0.563
5llj_1,-27.69,-3.252,-2.986,207.801,226.367,1.442,24.497,0.71
5lta_3,-55.895,-1.915,-1.161,1275.299,3059.362,17.531,299.892,0.588
5lvz_1,-52.878,-2.403,-1.904,805.272,940.744,5.201,92.441,0.63
5lx8_1,-74.076,-2.148,15.586,1617.143,2021.426,11.298,238.184,0.638
5m7q_3,-35.865,-3.267,87.255,501.334,496.968,2.527,42.437,0.55
5mat_1,-33.667,-1.663,-1.156,1094.906,1259.084,6.73,123.248,0.429
5mfa_3,-34.105,-1.69,164.647,1021.642,2159.507,13.248,261.784,0.584
5mio_5,-74.003,-1.833,-0.642,952.34,3268.171,10.414,193.978,0.503
5mja_1,-49.201,-1.828,-0.767,1224.117,1264.355,5.298,111.762,0.573
5mqh_4,-52.721,-1.19,-0.462,2059.839,1545.196,5.239,97.337,0.561
5msn_1,-40.903,-1.013,-0.527,1910.821,1270.916,6.882,115.603,0.557
5mus_1,-137.896,-2.105,-1.65,2984.786,1437.123,8.132,138.513,0.671
5mwx_1,-47.558,-3.742,-3.347,705.869,408.147,3.022,48.261,0.756
5mz4_7,-62.878,-2.162,-0.641,1337.583,3289.031,16.429,268.947,0.57
5mzo_2,-28.716,-1.258,116.364,1038.826,8368.395,30.446,581.336,0.433
5n69_1,-43.709,-1.597,-0.705,1035.045,4290.594,14.11,329.116,0.548
5n71_4,-57.23,-1.964,43.712,1062.886,1377.888,6.414,128.56,0.601
5n7l_1,-37.644,-3.393,0.347,196.671,350.984,1.559,31.568,0.538
5na8_5,-28.686,-1.297,-0.545,1008.218,2564.745,14.867,281.041,0.43
5ncr_1,-32.509,-2.463,-1.595,222.215,731.828,6.231,69.165,0.555
5ncs_1,-62.414,-2.215,17.734,883.682,1975.499,6.879,138.829,0.573
5nfo_5,-27.886,-1.075,-0.119,1066.59,1278.22,6.74,126.402,0.573
5nqz_11,-56.658,-1.694,-0.956,1452.457,978.972,4.583,101.256,0.615
5o8e_2,-59.468,-1.972,-0.893,1286.525,1762.944,10.434,206.085,0.614
5oj8_3,-58.996,-1.939,-1.049,1550.479,1189.402,5.093,79.895,0.609
5omn_2,-42.516,-1.392,7.87,1007.939,1012.906,6.858,118.993,0.668
5onc_1,-146.788,-3.508,21.154,967.807,1718.588,7.435,131.352,0.733
5oym_13,-146.672,-3.075,-2.46,1169.639,512.793,2.116,40.142,0.663
5p21_1,-31.348,-1.962,-1.014,1123.547,823.719,3.758,74.575,0.492
5qsl_2,-39.708,-1.464,-1.099,1129.292,1064.142,4.36,69.11,0.462
5svg_1,-80.092,-2.936,0.084,895.918,785.053,3.39,55.46,0.696
5sy4_1,-70.225,-2.471,-2.158,986.181,538.592,3.946,68.929,0.641
5t93_1,-41.704,-3.039,64.499,285.936,331.034,2.139,30.697,0.554
5t9f_1,-16.836,-1.619,-0.972,360.614,1165.879,6.445,121.424,0.803
5tc2_1,-30.642,-3.595,-3.193,278.823,340.835,1.216,24.794,0.744
5tdq_2,-26.202,-1.669,-0.547,682.866,772.593,3.421,52.725,0.623
5trb_1,-53.709,-2.767,-2.081,408.827,250.384,1.769,31.79,0.669
5tus_3,-72.607,-2.255,-1.909,1174.164,3973.833,16.846,291.242,0.625
5u0i_1,-55.081,-3.405,-2.371,632.104,348.757,2.082,42.115,0.788
5u0k_4,-45.581,-1.763,-0.732,771.375,540.784,2.764,44.238,0.641
5uig_4,-71.114,-2.444,109.615,445.641,1666.263,10.88,134.707,0.56
5ujf_2,-27.575,-2.603,-1.488,490.994,539.87,3.602,62.873,0.652
5ume_2,-58.013,-2.51,-2.024,810.978,1872.258,7.952,121.052,0.649
5uos_1,-47.388,-1.975,-0.955,923.666,980.229,4.91,83.573,0.739
5uqm_2,-14.251,-0.962,-0.071,914.343,2988.358,13.872,271.688,0.607
5uvc_5,-37.26,-1.534,-0.931,994.561,2334.778,9.578,209.726,0.694
5uzx_1,-26.105,-2.3,-1.362,633.206,717.325,4.829,83.417,0.552
5v01_1,-62.049,-3.509,-3.402,715.446,463.99,2.696,61.393,0.638
5v38_7,-48.304,-1.792,-0.884,1037.268,1760.372,10.812,191.845,0.554
5vcp_1,-57.9,-3.215,-3.119,392.815,509.844,3.355,61.759,0.689
5vdf_4,-18.067,-1.916,-1.5,318.099,271.664,1.613,26.292,0.647
5vkt_2,-79.905,-3.267,-3.034,783.169,977.936,6.761,118.246,0.659
5vm1_5,-88.467,-3.621,-3.433,901.004,1985.595,10.998,167.398,0.778
5vm4_4,-33.816,-2.756,128.274,194.554,552.075,2.617,49.411,0.746
5vm9_1,-22.529,-0.743,0.224,1362.55,5938.754,23.402,359.684,0.358
5vsc_1,-64.911,-2.583,-1.71,1018.305,1093.934,6.493,136.969,0.669
5vxa_3,-67.527,-2.677,-1.561,947.675,734.829,3.881,78.699,0.589
5w5i_6,-43.975,-1.906,-1.053,993.129,1858.925,10.116,197.656,0.62
5wdi_2,-31.055,-1.539,-1.012,820.992,1009.735,5.197,103.05,0.568
5wly_5,-65.313,-2.129,-1.453,798.899,902.074,19.595,96.859,0.643
5wme_4,-80.821,-2.874,-2.11,695.407,418.946,1.916,48.134,0.667
5wme_5,-47.721,-2.101,-1.37,578.11,507.363,1.954,53.122,0.653
5wof_13,-84.736,-3.373,-2.812,999.788,302.173,1.785,34.86,0.757
5wqi_2,-74.2,-3.57,-3.168,827.561,594.059,3.274,57.946,0.711
5wtx_4,-35.607,-1.367,-0.938,1333.975,5406.23,20.508,247.959,0.61
5wyg_1,-67.568,-3.16,-2.855,784.55,381.385,2.376,34.367,0.677
5x9i_1,-56.919,-1.918,-1.855,1005.184,1374.658,6.909,140.27,0.598
5xbi_1,-36.521,-1.597,-0.898,805.281,515.728,3.144,53.711,0.517
5xfl_2,-42.274,-1.498,-0.937,1724.586,2545.809,12.31,171.278,0.462
5xo7_1,-59.771,-4.665,-4.109,401.927,1032.126,6.6,105.392,0.786
5xpu_3,-185.491,-3.056,-1.989,2120.35,963.441,5.168,75.707,0.621
5xq1_1,-125.888,-2.538,-1.693,1593.347,1829.332,10.903,177.047,0.627
5xwe_1,-31.954,-1.518,86.14,571.161,279.592,1.275,20.045,0.702
5xwm_1,-53.546,-1.691,-0.807,1038.832,2091.126,9.861,168.233,0.556
5xwm_3,-31.675,-1.006,0.064,1135.872,2254.532,10.237,169.608,0.601
5xwz_2,-56.527,-4.581,-3.933,416.732,1100.062,5.538,97.501,0.734
5xzw_7,-22.629,-0.887,0.237,1296.062,2468.703,12.107,153.847,0.479
5y2f_2,-27.2,-1.286,-0.76,778.042,1220.422,5.686,114.371,0.518
5y3e_2,-32.513,-1.602,-1.211,782.068,1167.286,6.316,123.401,0.598
5y4s_6,-33.575,-1.244,-0.506,988.17,1262.507,8.952,105.837,0.381
5y4t_1,-35.51,-2.533,-2.018,341.721,513.216,3.069,53.871,0.644
5y5w_17,-98.274,-2.164,-1.3,1696.128,1451.675,5.549,94.567,0.689
5y5w_3,-47.071,-1.549,-0.244,1102.303,1354.319,4.777,85.915,0.618
5y9h_4,-37.757,-1.834,-1.133,1025.692,2239.704,9.443,153.063,0.594
5y9h_6,-47.095,-1.489,-0.533,1474.708,2143.039,9.469,158.06,0.57
5yfn_4,-59.402,-2.04,-1.34,1082.267,2581.991,10.389,174.832,0.611
5ygs_6,-68.276,-2.374,-1.565,539.338,2042.501,10.5,195.65,0.618
5yij_13,-33.565,-1.27,-0.489,1229.263,6508.501,30.761,464.599,0.515
5yij_5,-17.713,-1.991,-1.814,331.557,6594.133,30.844,463.571,0.714
5yik_15,-35.33,-2.825,-1.233,563.654,6443.794,27.547,463.67,0.672
5yim_2,-66.508,-1.336,-0.519,2430.595,5929.117,32.227,424.143,0.453
5yp1_3,-40.424,-1.139,25.457,2079.047,3690.343,14.049,292.375,0.422
5yrg_1,-44.309,-3.312,87.118,426.769,467.239,2.948,52.612,0.689
5ytb_12,-16.82,-1.658,-1.011,402.301,5070.112,21.567,457.783,0.477
5z0y_1,-42.694,-1.943,-1.047,691.665,1567.801,7.415,151.058,0.463
5z70_2,-31.37,-1.956,-1.619,596.444,3391.112,14.1,236.134,0.555
5zhq_1,-50.319,-1.592,-0.022,1301.713,1778.792,8.817,151.214,0.576
5zln_1,-81.701,-1.905,146.246,1678.547,3636.619,16.2,283.682,0.655
5zmd_1,-21.2,-1.243,60.901,934.399,3609.258,18.688,197.726,0.481
5znd_3,-40.994,-1.449,-0.021,771.229,701.463,3.379,66.991,0.526
5ztf_1,-30.786,-1.759,-1.363,690.494,6089.429,26.342,364.882,0.438
5zw3_1,-90.627,-2.385,-1.684,1345.058,904.15,4.761,98.376,0.557
5zyo_2,-345.075,-3.635,-2.807,3382.655,594.982,3.292,68.654,0.719
6a16_5,-86.165,-3.271,-3.01,975.162,1781.135,11.323,198.608,0.809
6a17_1,-58.696,-2.267,-1.917,677.544,2061.199,12.081,203.516,0.649
6a1z_5,-62.045,-1.148,-0.235,1796.266,2270.757,8.819,155.252,0.527
6aeg_3,-24.777,-2.183,-1.453,472.407,9511.813,38.776,607.616,0.574
6aob_1,-59.242,-2.105,-1.235,1013.386,616.377,4.105,63.82,0.558
6ar4_1,-19.51,-1.41,-1.054,260.729,417.327,1.99,30.581,0.556
6as7_3,-31.884,-1.474,-0.716,1181.316,6715.098,32.555,393.505,0.478
6auj_1,0.0,0.0,0.0,0.0,901.093,5.926,111.743,0.0
6azh_1,-147.628,-2.924,-2.356,1906.7,879.221,5.322,84.538,0.644
6b5q_7,-32.985,-1.42,-0.312,983.367,1038.346,3.661,83.496,0.415
6b72_1,-66.881,-2.933,-1.791,745.435,771.998,2.646,56.397,0.666
6bb8_2,-56.367,-1.057,0.945,2139.788,6534.433,29.585,437.964,0.368
6beb_5,-94.797,-2.995,-2.257,1413.646,2336.798,9.551,189.42,0.675
6bi7_21,-60.156,-1.835,-0.929,1521.044,1020.005,4.616,79.524,0.583
6bm9_1,-230.498,-3.201,-2.941,2101.186,927.328,4.893,84.601,0.73
6bnc_1,-57.616,-2.289,56.859,1218.816,1191.912,6.703,136.946,0.649
6bui_11,-31.155,-1.216,-0.449,1329.855,3074.039,10.012,170.86,0.466
6bwy_1,-23.084,-1.068,-0.415,945.261,2060.379,7.865,174.199,0.285
6cf6_1,-128.028,-2.99,-2.671,1272.483,1202.367,5.495,129.799,0.765
6cgb_1,-71.545,-2.741,-1.515,883.498,966.389,4.487,77.253,0.695
6cjs_3,-107.886,-4.139,-3.668,646.651,892.387,4.918,93.97,0.736
6d2s_6,-65.335,-3.09,-2.601,1051.216,1073.711,6.804,117.021,0.545
6d3l_1,-26.653,-1.32,-0.554,1134.627,2053.324,6.063,126.573,0.346
6d9m_4,-54.82,-2.202,-1.115,1347.256,1152.286,7.66,140.98,0.678
6dd5_1,-45.562,-1.459,0.216,1361.866,2441.485,14.741,263.453,0.497
6dfk_9,-22.836,-0.776,0.051,1106.287,1139.248,6.618,110.905,0.476
6dkk_1,-176.171,-3.385,-2.726,1848.706,1603.003,9.495,135.616,0.702
6dkk_6,-53.569,-1.778,-1.142,1077.462,1720.799,9.611,132.679,0.63
6eet_1,-37.801,-1.475,-0.468,1062.368,2958.413,10.386,184.788,0.738
6ehg_10,-15.086,-1.761,490.504,654.341,4143.239,20.926,415.487,0.391
6eku_2,-64.697,-1.639,-1.18,1842.912,2641.105,15.559,286.776,0.598
6emt_1,-38.877,-1.55,-0.807,1225.242,625.43,4.212,73.046,0.549
6eng_3,-57.339,-1.69,-1.025,1433.426,2053.409,6.408,148.833,0.586
6epp_2,-33.365,-1.037,-0.375,1727.992,2767.204,11.156,211.146,0.524
6ewi_3,-83.834,-3.042,-2.446,874.666,602.568,4.097,64.859,0.743
6f1k_1,-62.827,-2.723,-1.524,914.735,618.432,2.645,64.564,0.566
6f6p_1,-85.932,-2.907,-1.564,579.873,373.127,2.05,40.314,0.676
6fb3_1,-40.399,-1.835,256.055,1081.897,10042.272,29.984,645.67,0.402
6fhm_1,-251.986,-3.121,-2.579,3511.824,754.622,3.555,80.163,0.679
6fju_1,-107.92,-3.82,-3.359,566.425,598.948,4.091,68.004,0.782
6fjv_2,-56.21,-2.453,-1.873,486.956,470.467,3.249,50.226,0.687
6fnz_4,-157.763,-3.409,-2.69,1372.721,380.152,2.17,31.109,0.679
6fpt_1,-73.015,-2.304,-1.875,1570.528,2091.045,6.501,143.596,0.637
6fwt_2,-56.531,-3.129,65.183,802.013,1137.406,6.738,117.846,0.743
6g16_10,-130.397,-2.775,-2.094,1896.897,1805.432,8.077,174.247,0.725
6g20_4,-72.007,-2.19,-1.569,1203.078,1776.303,10.46,204.38,0.57
6g5g_11,-17.653,-2.062,-1.343,315.966,3965.689,21.643,387.449,0.633
6g88_1,-24.502,-0.594,-0.056,1734.292,2788.438,13.344,226.624,0.52
6g8t_3,-75.58,-3.129,-2.308,1154.679,493.787,2.025,40.264,0.687
6gc9_1,-55.252,-2.027,-1.587,1080.968,1551.396,7.866,126.727,0.663
6gfk_3,-91.975,-2.608,-2.027,1300.677,1068.163,4.391,91.731,0.652
6gjq_3,-48.677,-2.354,-0.768,681.453,901.153,3.806,65.22,0.716
6gsu_1,-79.089,-2.701,-2.092,1153.902,1286.494,5.42,101.797,0.65
6gv1_7,-40.62,-1.238,-0.834,471.47,1637.344,9.956,116.363,0.54
6gzc_3,-85.044,-2.611,-2.09,1033.666,517.954,4.022,64.308,0.741
6h3s_1,-51.223,-1.533,174.632,1252.092,2152.136,9.935,169.929,0.507
6h3u_14,-47.314,-2.019,107.322,1032.183,1341.008,7.037,116.925,0.514
6h4h_10,-24.472,-0.47,1.732,1279.633,3524.595,13.669,230.124,0.417
6h97_3,-36.387,-1.373,-0.989,882.134,1142.854,5.2,114.706,0.567
6hkw_16,-41.475,-1.129,-0.72,1410.019,1825.887,8.747,130.7,0.584
6hzl_2,-48.663,-1.314,26.276,1488.061,1456.557,6.799,136.912,0.415
6i04_3,-40.199,-1.223,109.74,1423.747,2969.686,9.503,158.553,0.493
6i3j_3,-18.313,-0.632,1.36,571.813,2355.187,10.26,203.229,0.318
6i7k_1,-45.714,-2.049,-0.742,910.939,1430.227,6.973,135.029,0.772
6i97_1,-50.945,-1.349,15.797,1619.409,6146.305,19.56,309.696,0.633
6ii0_11,-28.747,-0.884,-0.175,1099.169,1539.046,6.356,120.184,0.607
6ii0_6,-221.054,-2.953,-2.577,3006.708,1423.569,6.473,122.204,0.663
6ii0_7,-56.958,-1.947,-0.914,1332.804,1367.856,6.088,115.679,0.621
6iii_1,-61.976,-1.495,-0.77,1521.542,2444.467,11.147,216.232,0.651
6iny_1,-83.149,-1.871,-1.213,1954.698,2359.727,11.15,209.9,0.671
6j09_4,-43.542,-1.847,5.313,1138.301,3376.985,11.742,155.84,0.661
6j09_5,-42.989,-1.704,3.939,1526.856,3203.819,12.068,157.26,0.562
6j20_3,-28.128,-1.032,17.949,1160.838,2311.183,10.752,136.393,0.489
6jdu_3,-39.236,-1.15,-0.586,1683.889,2023.127,8.03,156.926,0.606
6jj4_4,-44.75,-1.454,-0.858,1207.689,3617.941,15.042,199.109,0.352
6jod_12,-31.858,-1.189,42.16,1384.434,1443.357,9.765,100.005,0.548
6jol_2,-30.879,-1.774,-0.725,661.401,1229.771,7.686,111.836,0.555
6jsd_1,-263.104,-3.661,-3.195,2951.203,493.463,3.153,49.422,0.748
6jtz_1,-43.157,-1.285,-0.657,1269.623,1708.394,7.564,128.028,0.462
6k4p_3,-20.151,-1.491,-0.164,669.734,11165.168,37.954,619.791,0.472
6k6n_1,-46.646,-1.751,-1.241,1015.276,661.689,4.193,72.102,0.581
6kc6_7,-33.092,-1.777,0.001,849.919,1040.033,4.276,79.017,0.634
6lnp_1,-48.449,-2.244,-1.351,837.683,2406.51,9.216,160.026,0.607
6mac_5,-64.456,-2.277,126.484,724.547,428.264,1.79,32.685,0.745
