PDB_ID,I_Class_RFC_a,I_Probability_true_RFC_all_feat,I_Class_NN_a,I_Probability_true_NN_all_feat,I_Class_RFC_s,I_Probability_true_RFC_selected,I_Class_NN_s,I_Probability_true_NN_selected,Training
5vsc_1.pdb,True,0.877, True,0.997,True,0.84, True,0.974,No
5vxa_3.pdb,True,0.92, True,1.0,True,0.881, True,0.994,No
5w5i_6.pdb,True,0.672,False,0.287,True,0.655, True,0.836,No
5wdi_2.pdb,False,0.162,False,0.399,False,0.108, True,0.651,No
5wly_5.pdb,True,0.873, True,1.0,True,0.885, True,0.996,No
5wme_4.pdb,True,0.846, True,1.0,True,0.7, True,0.993,No
5wme_5.pdb,True,0.831, True,0.987,True,0.773, True,0.954,No
5wof_13.pdb,True,0.826, True,0.995,True,0.847, True,0.947,No
5wqi_2.pdb,True,0.865, True,0.998,True,0.718, True,0.93,No
5wtx_4.pdb,True,0.678, True,0.827,True,0.651, True,0.839,No
5wyg_1.pdb,True,0.799, True,1.0,True,0.852, True,0.997,No
5x9i_1.pdb,True,0.852, True,0.969,True,0.663, True,0.93,No
5xbi_1.pdb,True,0.664, True,0.725,True,0.678, True,0.789,No
5xfl_2.pdb,True,0.854, True,0.998,True,0.781, True,0.967,No
5xo7_1.pdb,True,0.841, True,0.98,True,0.873, True,0.925,No
5xpu_3.pdb,True,0.76, True,1.0,True,0.661, True,0.662,No
5xq1_1.pdb,True,0.739, True,1.0,True,0.765, True,0.999,No
5xwe_1.pdb,True,0.658,False,0.087,True,0.663,False,0.266,No
5xwm_1.pdb,True,0.673,False,0.207,True,0.653, True,0.58,No
5xwm_3.pdb,True,0.559,False,0.001,True,0.574,False,0.46,No
5xwz_2.pdb,True,0.88, True,0.971,True,0.87, True,0.906,No
5xzw_7.pdb,True,0.599,False,0.084,False,0.455,False,0.262,No
5y2f_2.pdb,True,0.744, True,0.588,True,0.724, True,0.824,No
5y3e_2.pdb,True,0.877, True,0.984,True,0.706, True,0.859,No
5y4s_6.pdb,True,0.715, True,0.924,True,0.703, True,0.867,No
5y4t_1.pdb,True,0.536, True,0.754,True,0.736, True,0.785,No
5y5w_17.pdb,True,0.898, True,0.999,True,0.691, True,0.819,No
5y5w_3.pdb,True,0.826, True,0.975,True,0.895, True,0.928,No
5y9h_4.pdb,True,0.692, True,0.512,True,0.536,False,0.484,No
5y9h_6.pdb,True,0.751, True,0.998,True,0.791, True,0.977,No
5yfn_4.pdb,True,0.862, True,0.999,True,0.883, True,0.972,No
5ygs_6.pdb,True,0.836, True,1.0,True,0.827, True,0.994,No
5yii_1.pdb,True,0.793, True,0.997,True,0.847, True,0.99,No
5yii_2.pdb,True,0.793, True,0.997,True,0.838, True,0.99,No
5yij_13.pdb,True,0.712, True,0.996,True,0.792, True,0.907,No
5yij_5.pdb,True,0.518, True,0.555,False,0.417, True,0.523,No
5yik_15.pdb,True,0.777, True,0.986,True,0.714, True,0.904,No
5yim_2.pdb,True,0.765, True,1.0,True,0.819, True,0.991,No
5yp1_3.pdb,True,0.535,False,0.206,False,0.409,False,0.318,No
5yrg_1.pdb,True,0.709, True,0.903,True,0.801, True,0.841,No
5ytb_12.pdb,False,0.337,False,0.017,False,0.341,False,0.402,No
5z0y_1.pdb,True,0.815, True,0.997,True,0.804, True,0.978,No
5z70_2.pdb,True,0.802, True,0.867,True,0.79, True,0.797,No
5zhq_1.pdb,True,0.736, True,0.725,True,0.803, True,0.966,No
5zln_1.pdb,True,0.803, True,0.995,True,0.769, True,0.915,No
5zmd_1.pdb,False,0.343,False,0.004,False,0.285,False,0.011,No
5znd_3.pdb,True,0.776, True,0.95,True,0.835, True,0.961,No
5ztf_1.pdb,True,0.628, True,0.814,True,0.732, True,0.743,No
5zw3_1.pdb,True,0.795, True,1.0,True,0.831, True,0.999,No
5zyo_2.pdb,True,0.709, True,1.0,True,0.656,False,0.313,No
6a16_5.pdb,True,0.851, True,1.0,True,0.842, True,0.972,No
6a17_1.pdb,True,0.828, True,0.999,True,0.901, True,0.983,No
6a1z_5.pdb,True,0.565,False,0.079,True,0.507,False,0.228,No
6aeg_3.pdb,False,0.213,False,0.0,False,0.123,False,0.014,No
6aob_1.pdb,True,0.857, True,0.998,True,0.891, True,0.946,No
6ar4_1.pdb,True,0.64, True,0.581,True,0.803, True,0.761,No
6as7_3.pdb,True,0.665, True,0.814,True,0.728, True,0.862,No
6auj_1.pdb,True,0.746, True,1.0,True,0.793, True,0.618,No
6azh_1.pdb,True,0.758, True,1.0,True,0.742, True,0.914,No
6b5q_7.pdb,False,0.156,False,0.013,False,0.106,False,0.096,No
6b72_1.pdb,True,0.827, True,0.999,True,0.873, True,0.99,No
6bb8_2.pdb,True,0.82, True,0.991,True,0.764, True,0.877,No
6beb_5.pdb,True,0.885, True,0.994,True,0.943, True,0.958,No
6bi7_21.pdb,True,0.814, True,0.625,True,0.721, True,0.829,No
6bm9_1.pdb,True,0.725, True,1.0,True,0.729, True,0.583,No
6bnc_1.pdb,True,0.568,False,0.025,True,0.684, True,0.615,No
6bui_11.pdb,False,0.451,False,0.0,False,0.277,False,0.004,No
6bwy_1.pdb,True,0.568,False,0.068,False,0.374,False,0.312,No
6cf6_1.pdb,True,0.758, True,1.0,True,0.727, True,0.998,No
6cgb_1.pdb,True,0.822, True,0.955,True,0.732, True,0.894,No
6cjs_3.pdb,True,0.818, True,1.0,True,0.759, True,0.994,No
6d2s_6.pdb,True,0.847, True,0.975,True,0.776, True,0.889,No
6d3l_1.pdb,True,0.692,False,0.383,True,0.663, True,0.698,No
6d9m_4.pdb,True,0.851, True,0.943,True,0.872, True,0.963,No
6dd5_1.pdb,True,0.795, True,0.864,True,0.789, True,0.878,No
6dfk_9.pdb,True,0.505, True,0.531,False,0.248, True,0.593,No
6dkk_1.pdb,True,0.789, True,1.0,True,0.722,False,0.436,No
6dkk_6.pdb,True,0.795, True,0.97,True,0.766, True,0.951,No
6eet_1.pdb,True,0.709, True,0.959,True,0.809, True,0.919,No
6ehg_10.pdb,False,0.443,False,0.053,False,0.329,False,0.431,No
6eku_2.pdb,True,0.798,False,0.27,True,0.813, True,0.74,No
6emt_1.pdb,True,0.788, True,0.804,True,0.768, True,0.879,No
6eng_3.pdb,True,0.825, True,0.997,True,0.876, True,0.986,No
6epp_2.pdb,True,0.701,False,0.047,False,0.457,False,0.389,No
6ewi_3.pdb,True,0.846, True,0.957,True,0.888, True,0.923,No
6f1k_1.pdb,True,0.848, True,0.969,True,0.799, True,0.937,No
6f6p_1.pdb,True,0.804, True,1.0,True,0.797, True,0.999,No
6fb3_1.pdb,True,0.863, True,0.997,True,0.834, True,0.964,No
6fhm_1.pdb,True,0.695, True,1.0,True,0.77, True,0.618,No
6fju_1.pdb,True,0.855, True,1.0,True,0.747, True,0.966,No
6fjv_2.pdb,True,0.862, True,0.995,True,0.882, True,0.978,No
6fnz_4.pdb,True,0.756, True,1.0,True,0.685, True,0.991,No
6fpt_1.pdb,True,0.839, True,0.989,True,0.939, True,0.943,No
6fwt_2.pdb,True,0.643,False,0.214,True,0.673, True,0.711,No
6g16_10.pdb,True,0.765, True,1.0,True,0.85, True,0.971,No
6g20_4.pdb,True,0.851, True,1.0,True,0.839, True,0.997,No
6g5g_11.pdb,False,0.439,False,0.044,False,0.392,False,0.427,No
6g88_1.pdb,True,0.532,False,0.0,False,0.438,False,0.0,No
6g8t_3.pdb,True,0.84, True,0.997,True,0.891, True,0.944,No
6gc9_1.pdb,True,0.862, True,0.717,True,0.821, True,0.769,No
6gfk_3.pdb,True,0.748, True,0.979,True,0.711, True,0.916,No
6gjq_3.pdb,True,0.863, True,0.974,True,0.827, True,0.959,No
6gsu_1.pdb,True,0.813, True,1.0,True,0.836, True,0.995,No
6gv1_7.pdb,True,0.798, True,1.0,True,0.886, True,0.996,No
6gzc_3.pdb,True,0.802, True,1.0,True,0.87, True,0.999,No
6h3s_1.pdb,True,0.852, True,0.985,True,0.928, True,0.913,No
6h3u_14.pdb,True,0.645,False,0.334,True,0.648, True,0.743,No
6h4h_10.pdb,True,0.564,False,0.469,True,0.527, True,0.669,No
6h97_3.pdb,True,0.756, True,0.901,True,0.807, True,0.934,No
6hkw_16.pdb,True,0.693,False,0.084,True,0.762, True,0.728,No
6hzl_2.pdb,True,0.73, True,0.937,True,0.82, True,0.946,No
6i04_3.pdb,True,0.714, True,0.607,True,0.841, True,0.853,No
6i3j_3.pdb,False,0.353,False,0.009,False,0.158,False,0.381,No
6i7k_1.pdb,True,0.749, True,0.501,True,0.787, True,0.702,No
6i97_1.pdb,True,0.746,False,0.318,True,0.642,False,0.455,No
6ii0_11.pdb,True,0.701,False,0.0,False,0.33,False,0.053,No
6ii0_6.pdb,True,0.717, True,1.0,True,0.715, True,0.642,No
6ii0_7.pdb,False,0.413, True,0.745,False,0.475, True,0.615,No
6iii_1.pdb,True,0.773, True,0.763,True,0.786, True,0.949,No
6iny_1.pdb,True,0.814, True,0.896,True,0.823, True,0.95,No
6j09_4.pdb,True,0.645, True,0.512,True,0.624,False,0.396,No
6j09_5.pdb,True,0.698, True,0.61,True,0.612,False,0.366,No
6j20_3.pdb,True,0.84, True,0.975,True,0.83, True,0.936,No
6jdu_3.pdb,True,0.716, True,0.907,True,0.765, True,0.795,No
6jj4_4.pdb,True,0.746, True,0.961,True,0.837, True,0.943,No
6jod_12.pdb,False,0.475,False,0.002,True,0.51,False,0.005,No
6jol_2.pdb,True,0.625, True,0.594,True,0.717, True,0.859,No
6jsd_1.pdb,True,0.71, True,1.0,True,0.712,False,0.04,No
6jtz_1.pdb,True,0.765, True,0.886,True,0.85, True,0.919,No
6k4p_3.pdb,False,0.472,False,0.215,False,0.418, True,0.514,No
6k6n_1.pdb,True,0.787, True,0.932,True,0.781, True,0.858,No
6kc6_7.pdb,False,0.274,False,0.154,False,0.12, True,0.571,No
6lnp_1.pdb,True,0.81, True,0.975,True,0.808, True,0.924,No
6mac_5.pdb,True,0.852, True,0.921,True,0.8, True,0.927,No
6mav_7.pdb,True,0.732, True,0.893,True,0.706, True,0.869,No
6mxd_2.pdb,True,0.897, True,0.991,True,0.891, True,0.91,No
6n5z_1.pdb,True,0.777, True,0.998,True,0.77, True,0.925,No
6nc7_1.pdb,True,0.802,False,0.0,True,0.741,False,0.184,No
6nfl_3.pdb,True,0.849, True,0.971,True,0.75, True,0.887,No
6np6_5.pdb,True,0.849, True,1.0,True,0.793, True,0.941,No
6o8b_4.pdb,False,0.367, True,0.563,False,0.383, True,0.603,No
6o9q_5.pdb,False,0.406,False,0.288,False,0.249,False,0.399,No
6orf_1.pdb,False,0.366,False,0.0,False,0.173,False,0.022,No
6otn_2.pdb,True,0.779, True,0.939,True,0.822, True,0.93,No
6p40_1.pdb,True,0.82, True,1.0,True,0.877, True,0.989,No
6pkc_4.pdb,True,0.824, True,0.992,True,0.85, True,0.94,No
6pqn_5.pdb,True,0.846, True,0.997,True,0.706, True,0.622,No
6qgs_17.pdb,True,0.765,False,0.094,True,0.74, True,0.512,No
6qpp_2.pdb,True,0.717,False,0.317,True,0.61, True,0.702,No
6qq2_2.pdb,True,0.765, True,0.515,True,0.773, True,0.853,No
6qsn_1.pdb,True,0.869, True,0.997,True,0.862, True,0.984,No
6qu4_11.pdb,True,0.74, True,0.552,True,0.672, True,0.69,No
6qzh_3.pdb,True,0.621,False,0.01,True,0.568, True,0.531,No
6r2f_1.pdb,True,0.818, True,1.0,True,0.778, True,0.996,No
6r2s_8.pdb,True,0.834, True,0.693,True,0.868, True,0.791,No
6r80_2.pdb,True,0.829, True,1.0,True,0.816, True,0.99,No
6rp3_5.pdb,True,0.619, True,0.591,True,0.584, True,0.601,No
6rrc_4.pdb,True,0.74, True,0.999,True,0.766, True,0.994,No
6s1l_5.pdb,True,0.857, True,0.997,True,0.913, True,0.971,No
6tfq_4.pdb,True,0.699, True,0.639,True,0.505, True,0.839,No
6tka_4.pdb,True,0.746, True,0.949,True,0.721, True,0.929,No
6txq_3.pdb,True,0.767,False,0.355,True,0.699, True,0.638,No
6ucm_16.pdb,True,0.787, True,0.998,True,0.904, True,0.994,No
6vdd_2.pdb,True,0.577, True,0.563,True,0.611, True,0.766,No
6vjb_4.pdb,True,0.529,False,0.485,False,0.266, True,0.672,No
6w25_2.pdb,True,0.816, True,0.685,True,0.788, True,0.532,No
6wrh_3.pdb,True,0.75, True,0.941,True,0.762, True,0.823,No
8jdw_1.pdb,False,0.043,False,0.005,False,0.029,False,0.286,No
