pdb-id,F_Voronota_glob_light_score,F_Voronota_glob_dark_score,F_Voronota_glob_area,F_Voronota_glob_area_per_atom,F_Voronota_glob_nonprotein_area,F_Voronota_glob_volume,F_Voronota_glob_volume_per_atom,F_Voronota_glob_energy,F_Voronota_glob_energy_norm,F_Voronota_glob_energy_per_atom,F_Voronota_glob_sas_area,F_Voronota_glob_sas_area_per_atom,F_Voronota_glob_sas_energy,F_Voronota_glob_sas_energy_norm,F_Voronota_glob_sas_energy_per_atom,F_Voronota_glob_nonsas_area,F_Voronota_glob_nonsas_area_per_atom,F_Voronota_glob_nonsas_energy,F_Voronota_glob_nonsas_energy_norm,F_Voronota_glob_nonsas_energy_per_atom,F_Voronota_iface_atoms,F_Voronota_iface_atoms_light_score,F_Voronota_iface_area,F_Voronota_iface_energy,F_Voronota_iface_energy_norm,F_Voronota_iface_energy_per_atom,F_Voronota_iface_shelled_energy,F_Voronota_iface_shelled_energy_norm,F_Voronota_iface_shelled_energy_per_atom,F_Voronota_iface_expanded_area,F_Voronota_iface_expanded_energy,F_Voronota_iface_expanded_energy_norm,F_Voronota_iface_expanded_energy_per_atom,F_Voronota_iface_expanded_shelled_energy,F_Voronota_iface_expanded_shelled_energy_norm,F_Voronota_iface_expanded_shelled_energy_per_atom,F_Voronota_split_light_score,F_Voronota_split_dark_score,F_Voronota_split_area,F_Voronota_split_area_per_atom,F_Voronota_split_volume,F_Voronota_split_volume_per_atom,F_Voronota_split_energy,F_Voronota_split_energy_norm,F_Voronota_split_energy_per_atom,F_Voronota_split_sas_area,F_Voronota_split_sas_area_per_atom,F_Voronota_split_sas_energy,F_Voronota_split_sas_energy_norm,F_Voronota_split_sas_energy_per_atom,F_Voronota_split_nonsas_area,F_Voronota_split_nonsas_area_per_atom,F_Voronota_split_nonsas_energy,F_Voronota_split_nonsas_energy_norm,F_Voronota_split_nonsas_energy_per_atom,F_Voronota_diff_glob_light_score,F_Voronota_diff_glob_dark_score,F_Voronota_diff_glob_area,F_Voronota_diff_glob_area_per_atom,F_Voronota_diff_glob_energy,F_Voronota_diff_glob_energy_norm,F_Voronota_diff_glob_energy_per_atom,F_Voronota_diff_glob_volume,F_Voronota_diff_glob_volume_per_atom,F_Voronota_diff_sas_area,F_Voronota_diff_sas_area_per_atom,F_Voronota_diff_sas_energy,F_Voronota_diff_sas_energy_norm,F_Voronota_diff_sas_energy_per_atom,F_Voronota_diff_nonsas_area,F_Voronota_diff_nonsas_area_per_atom,F_Voronota_diff_nonsas_energy,F_Voronota_diff_nonsas_energy_norm,F_Voronota_diff_nonsas_energy_per_atom,Training
1cp2_1,0.53172,0.69214,48176.6,11.80799,0,95813.2,23.48363,-11389.5,-0.23641,-2.79154,20673.9,5.06713,-893.259,-0.04321,-0.21894,27502.7,6.74086,-10496.241,-0.38164,-2.57261,233,0.38092,948.624,-307.606,-0.32427,-0.07539,-302.377,-0.31875,-0.07411,2372.72,-345.065,-0.14543,-0.08457,-455.916,-0.19215,-0.11174,0.52595,0.69126,49425,12.11397,97316.9,23.85218,-10977.3,-0.2221,-2.69051,22632.3,5.54713,-663.66,-0.02932,-0.16266,26792.7,6.56684,-10313.64,-0.38494,-2.52785,0.00577,0.00087,-1248.4,-0.30598,-412.2,-0.01431,-0.10103,-1503.7,-0.36855,-1958.4,-0.48,-229.599,-0.01388,-0.05627,710,0.17402,-182.601,0.0033,-0.04476,0
1cx8_2,0.48386,0.63641,114563,11.32941,0,233532,23.09454,-25153.8,-0.21956,-2.48752,47317.5,4.67934,-195.431,-0.00413,-0.01933,67245.5,6.65007,-24958.369,-0.37115,-2.46819,683,0.43983,2604.65,-793.386,-0.3046,-0.07846,-819.901,-0.31478,-0.08108,6070.55,-1718.72,-0.28312,-0.16997,-1762.78,-0.29038,-0.17433,0.47899,0.63135,117984,11.66772,237731,23.50979,-24947.3,-0.21145,-2.4671,52714,5.21301,-681.224,-0.01292,-0.06737,65270,6.45471,-24266.076,-0.37178,-2.39973,0.00487,0.00506,-3421,-0.33831,-206.5,-0.00812,-0.02042,-4199,-0.41525,-5396.5,-0.53367,485.793,0.00879,0.04804,1975.5,0.19536,-692.293,0.00063,-0.06846,0
1cyy_5,0.48636,0.64841,49254.2,12.5265,0,97142.6,24.70565,-10862.8,-0.22055,-2.76267,25509.8,6.48774,-1965.91,-0.07706,-0.49998,23744.4,6.03876,-8896.89,-0.37469,-2.26269,312,0.23889,1229.04,-91.3298,-0.07431,-0.02323,-95.0122,-0.07731,-0.02416,3310.35,-249.952,-0.07551,-0.06357,-230.09,-0.06951,-0.05852,0.48947,0.66174,50835.3,12.92861,99062.7,25.19397,-11021.9,-0.21682,-2.80313,28106.5,7.14814,-2173.71,-0.07734,-0.55283,22728.8,5.78047,-8848.19,-0.38929,-2.2503,-0.0031,-0.01333,-1581.1,-0.40211,159.1,-0.00373,0.04046,-1920.1,-0.48833,-2596.7,-0.6604,207.8,0.00027,0.05285,1015.6,0.25829,-48.7,0.0146,-0.01239,0
1d1t_4,0.56782,0.72574,64837.5,11.62379,0,130995,23.48422,-17427.2,-0.26878,-3.12427,27579.7,4.94437,-1558.54,-0.05651,-0.27941,37257.8,6.67942,-15868.66,-0.42592,-2.84487,403,0.56958,1614.59,-979.326,-0.60655,-0.17557,-976.97,-0.60509,-0.17515,3534.31,-726.522,-0.20556,-0.13025,-1216.15,-0.3441,-0.21803,0.54027,0.70945,66934.5,11.99973,133848,23.9957,-15741.2,-0.23517,-2.82202,30901.9,5.53996,-611.345,-0.01978,-0.1096,36032.6,6.45977,-15129.855,-0.41989,-2.71242,0.02756,0.01629,-2097,-0.37594,-1686,-0.03361,-0.30226,-2853,-0.51147,-3322.2,-0.59559,-947.195,-0.03673,-0.16981,1225.2,0.21965,-738.805,-0.00602,-0.13245,0
1d5w_2,0.54543,0.68454,23811.5,12.85718,0,46317.2,25.00929,-5095.86,-0.21401,-2.75154,12435.2,6.71447,189.186,0.01521,0.10215,11376.3,6.14271,-5285.046,-0.46457,-2.8537,107,0.56726,429.534,-198.96,-0.4632,-0.10743,-214.742,-0.49994,-0.11595,918.399,-292.473,-0.31846,-0.15792,-354.113,-0.38558,-0.19121,0.52305,0.66831,24406.8,13.17862,47069.6,25.41555,-4722.98,-0.19351,-2.55021,13331.3,7.19833,414.793,0.03111,0.22397,11075.5,5.98029,-5137.773,-0.46389,-2.77418,0.02238,0.01623,-595.3,-0.32144,-372.88,-0.0205,-0.20134,-752.4,-0.40626,-896.1,-0.48386,-225.607,-0.0159,-0.12182,300.8,0.16242,-147.273,-0.00068,-0.07952,0
1dd7_1,0.47902,0.65183,59010.8,12.24799,0,116346,24.14819,-9962.15,-0.16882,-2.06769,29028.5,6.02501,2730.29,0.09406,0.56669,29982.3,6.22298,-12692.44,-0.42333,-2.63438,167,0.53824,690.162,-161.004,-0.23328,-0.03342,-172.113,-0.24938,-0.03572,1682.3,-201.539,-0.1198,-0.04183,-269.467,-0.16018,-0.05593,0.47292,0.64772,59915.1,12.43568,117471,24.38169,-9675.58,-0.16149,-2.00822,30481.1,6.3265,2921.81,0.09586,0.60644,29434,6.10917,-12597.39,-0.42799,-2.61465,0.00609,0.00411,-904.3,-0.18769,-286.57,-0.00733,-0.05948,-1125,-0.2335,-1452.6,-0.30149,-191.52,-0.0018,-0.03975,548.3,0.1138,-95.05,0.00466,-0.01973,0
1dgk_1,0.57592,0.68271,165556,11.70503,0,332976,23.54186,-47577.7,-0.28738,-3.36381,72284.2,5.11059,-5896.85,-0.08158,-0.41692,93271.8,6.59444,-41680.85,-0.44688,-2.94689,276,0.34364,1090.53,-94.9012,-0.08702,-0.00671,-112.8,-0.10344,-0.00798,3167.61,-633.252,-0.19991,-0.04477,-527.303,-0.16647,-0.03728,0.57657,0.68527,166959,11.80423,334606,23.6571,-47747.1,-0.28598,-3.37578,74575,5.27255,-6098.46,-0.08178,-0.43117,92384,6.53167,-41648.64,-0.45082,-2.94462,-0.00066,-0.00255,-1403,-0.09919,169.4,-0.0014,0.01198,-1630,-0.11524,-2290.8,-0.16196,201.61,2e-04,0.01425,887.8,0.06277,-32.21,0.00395,-0.00228,0
1dov_3,0.37848,0.61428,36693.2,13.2085,0,69788.4,25.12181,-5829.9,-0.15888,-2.0986,18874.9,6.79442,-698.836,-0.03702,-0.25156,17818.3,6.41407,-5131.064,-0.28797,-1.84704,332,0.45751,1325.25,-556.792,-0.42014,-0.20043,-552.396,-0.41682,-0.19885,3072.98,-600.38,-0.19537,-0.21612,-814.338,-0.265,-0.29314,0.34927,0.60483,38504.7,13.86058,71874.7,25.87282,-5476.2,-0.14222,-1.97127,21687.5,7.80688,-801.664,-0.03696,-0.28858,16817.2,6.05371,-4674.536,-0.27796,-1.6827,0.02921,0.00945,-1811.5,-0.65209,-353.7,-0.01666,-0.12732,-2086.3,-0.75101,-2812.6,-1.01246,102.828,-6e-05,0.03702,1001.1,0.36037,-456.528,-0.01,-0.16434,0
1dp4_1,0.558,0.6938,80332.7,11.88705,0,160343,23.7264,-21509.4,-0.26775,-3.18281,36754.8,5.43871,-1487.76,-0.04048,-0.22015,43577.9,6.44834,-20021.64,-0.45944,-2.96266,130,0.66879,544.233,-519.2,-0.954,-0.07683,-533.278,-0.97987,-0.07891,1146.6,-623.583,-0.54385,-0.09227,-808.197,-0.70486,-0.11959,0.54606,0.6864,81048.2,11.99293,161350,23.87541,-20786.3,-0.25647,-3.07581,37866.2,5.60317,-1182.4,-0.03123,-0.17496,43182,6.38976,-19603.9,-0.45398,-2.90084,0.01193,0.0074,-715.5,-0.10587,-723.1,-0.01129,-0.107,-1007,-0.14901,-1111.4,-0.16446,-305.36,-0.00925,-0.04518,395.9,0.05858,-417.74,-0.00546,-0.06181,0
1dp4_2,0.54959,0.68415,78709.1,11.77927,0,157933,23.63559,-20373,-0.25884,-3.04894,35390.3,5.29636,-561.542,-0.01587,-0.08404,43318.8,6.48291,-19811.458,-0.45734,-2.9649,126,0.69625,534.688,-498.372,-0.93208,-0.07458,-511.103,-0.95589,-0.07649,1039.97,-536.943,-0.51631,-0.08036,-713.565,-0.68614,-0.10679,0.53733,0.67627,79419.8,11.88563,158931,23.78494,-19640.2,-0.2473,-2.93927,36486,5.46034,-215.782,-0.00591,-0.03229,42933.8,6.42529,-19424.418,-0.45243,-2.90698,0.01227,0.00788,-710.7,-0.10636,-732.8,-0.01154,-0.10967,-998,-0.14936,-1095.7,-0.16398,-345.76,-0.00995,-0.05174,385,0.05762,-387.04,-0.00491,-0.05792,0
1dt9_4,0.45726,0.6007,81064.4,12.94545,0,159831,25.52395,-15055.6,-0.18572,-2.40428,43648.3,6.97034,-833.562,-0.0191,-0.13311,37416.1,5.9751,-14222.038,-0.3801,-2.27117,338,0.23595,1298.49,-5.867,-0.00452,-0.00094,8.93823,0.00688,0.00143,3914.03,-435.032,-0.11115,-0.06947,-271.713,-0.06942,-0.04339,0.46055,0.61055,82767.7,13.21745,161854,25.84701,-15223.3,-0.18393,-2.43106,46462.8,7.4198,-977.207,-0.02103,-0.15605,36304.9,5.79765,-14246.093,-0.3924,-2.27501,-0.00329,-0.00985,-1703.3,-0.27201,167.7,-0.0018,0.02678,-2023,-0.32306,-2814.5,-0.44946,143.645,0.00193,0.02294,1111.2,0.17745,24.055,0.0123,0.00384,0
1dvr_1,0.46286,0.65217,42239,12.54872,0,83433.6,24.78717,-8758.4,-0.20735,-2.60202,20637.1,6.13105,-1726.66,-0.08367,-0.51297,21601.9,6.41768,-7031.74,-0.32551,-2.08905,299,0.33448,1200.59,-220.809,-0.18392,-0.0656,-222.853,-0.18562,-0.06621,3203.3,-477.114,-0.14894,-0.14175,-508.69,-0.1588,-0.15113,0.45488,0.6472,43816.2,13.01729,85071.2,25.27368,-8581.77,-0.19586,-2.54955,23191.6,6.88996,-1701.7,-0.07338,-0.50556,20624.6,6.12733,-6880.07,-0.33359,-2.04399,0.00798,0.00497,-1577.2,-0.46857,-176.63,-0.0115,-0.05247,-1637.6,-0.48651,-2554.5,-0.75891,-24.96,-0.01029,-0.00742,977.3,0.29034,-151.67,0.00807,-0.04506,0
1e0r_2,0.5046,0.66932,29644.1,12.77763,0,57970.1,24.98711,-6056.33,-0.2043,-2.61049,14789.6,6.37483,-1004.32,-0.06791,-0.4329,14854.5,6.4028,-5052.01,-0.3401,-2.17759,276,0.35034,1070.16,-182.185,-0.17024,-0.07853,-207.047,-0.19347,-0.08924,2323.44,-450.05,-0.1937,-0.19399,-461.353,-0.19856,-0.19886,0.4937,0.66356,31058.8,13.38741,59772.6,25.76405,-5813.66,-0.18718,-2.50589,16998.4,7.3269,-890.755,-0.0524,-0.38395,14060.4,6.06052,-4922.905,-0.35013,-2.12194,0.0109,0.00576,-1414.7,-0.60978,-242.67,-0.01712,-0.1046,-1802.5,-0.77694,-2208.8,-0.95207,-113.565,-0.0155,-0.04895,794.1,0.34228,-129.105,0.01003,-0.05565,0
1e59_1,0.50329,0.66719,46675.7,11.99889,0,92664.2,23.82113,-12772.2,-0.27364,-3.28334,21636.9,5.56219,-2481.63,-0.11469,-0.63795,25038.8,6.43671,-10290.57,-0.41098,-2.64539,190,0.53344,706.105,-464.014,-0.65715,-0.11928,-446.93,-0.63295,-0.11489,1716.97,-658.843,-0.38372,-0.16937,-768.986,-0.44787,-0.19768,0.48286,0.6605,47638.7,12.24645,93841.3,24.12373,-12094.9,-0.25389,-3.10923,23122.9,5.94419,-2207.18,-0.09545,-0.5674,24515.8,6.30226,-9887.72,-0.40332,-2.54183,0.02043,0.00669,-963,-0.24756,-677.3,-0.01975,-0.17411,-1177.1,-0.3026,-1486,-0.38201,-274.45,-0.01924,-0.07055,523,0.13445,-402.85,-0.00766,-0.10356,0
1e6c_1,0.51044,0.65951,33341.8,12.38091,0,65464.4,24.3091,-6928.98,-0.20782,-2.57296,16166,6.00297,529.5,0.03275,0.19662,17175.8,6.37794,-7458.48,-0.43424,-2.76958,385,0.43277,1562.43,-856.026,-0.54788,-0.31787,-849.263,-0.54355,-0.31536,3662.19,-620.927,-0.16955,-0.23057,-1039.59,-0.28387,-0.38603,0.46151,0.63468,35421.8,13.15329,68055.1,25.27111,-4989.52,-0.14086,-1.85277,19466.9,7.2287,1731.3,0.08894,0.64289,15954.9,5.92458,-6720.82,-0.42124,-2.49566,0.04893,0.02483,-2080,-0.77237,-1939.46,-0.06696,-0.72019,-2590.7,-0.96201,-3300.9,-1.22573,-1201.8,-0.05618,-0.44627,1220.9,0.45336,-737.66,-0.013,-0.27392,0
1e7n_1,0.53019,0.65638,17197.2,12.25745,0,34087.9,24.29644,-4184.92,-0.24335,-2.98284,8986.84,6.40545,-902.948,-0.10047,-0.64358,8210.36,5.852,-3281.972,-0.39974,-2.33925,205,0.50129,794.988,-232.637,-0.29263,-0.16581,-253.367,-0.31871,-0.18059,2007.95,-488.506,-0.24329,-0.34819,-537.179,-0.26753,-0.38288,0.499,0.65015,18265.5,13.01889,35429.1,25.25239,-3824.08,-0.20936,-2.72565,10649.7,7.59066,-706.924,-0.06638,-0.50387,7615.8,5.42823,-3117.156,-0.4093,-2.22178,0.03119,0.00624,-1068.3,-0.76144,-360.84,-0.03399,-0.25719,-1341.2,-0.95595,-1662.86,-1.18522,-196.024,-0.03409,-0.13972,594.56,0.42378,-164.816,0.00957,-0.11747,0
1e85_1,0.45637,0.65423,24202.9,13.16806,0,45896.5,24.97089,-4890.6,-0.20207,-2.66083,12915.5,7.02693,-560.225,-0.04338,-0.3048,11287.4,6.14113,-4330.375,-0.38365,-2.35603,120,0.67373,551.661,-477.315,-0.86523,-0.25969,-491.869,-0.89161,-0.26761,1033.12,-506.041,-0.48982,-0.27532,-674.594,-0.65297,-0.36703,0.39679,0.60899,24966.9,13.58373,46863,25.49674,-4345.36,-0.17404,-2.36418,14001.9,7.61801,-337.681,-0.02412,-0.18372,10965,5.96572,-4007.679,-0.3655,-2.18046,0.05958,0.04524,-764,-0.41567,-545.24,-0.02802,-0.29665,-966.5,-0.52584,-1086.4,-0.59108,-222.544,-0.01926,-0.12108,322.4,0.17541,-322.696,-0.01815,-0.17557,0
1ecx_1,0.55179,0.68749,68532.9,11.98756,0,137101,23.98128,-18619,-0.27168,-3.25678,31241.3,5.46463,-2103.74,-0.06734,-0.36798,37291.6,6.52293,-16515.26,-0.44287,-2.8888,131,0.56515,489.497,-163.692,-0.33441,-0.02863,-168.998,-0.34525,-0.02956,1202.68,-217.193,-0.18059,-0.03799,-279.568,-0.23245,-0.0489,0.54713,0.68525,69182.1,12.10112,137892,24.11964,-18354.8,-0.26531,-3.21056,32259.3,5.6427,-1938.44,-0.06009,-0.33907,36922.8,6.45842,-16416.36,-0.44461,-2.8715,0.00466,0.00225,-649.2,-0.11356,-264.2,-0.00637,-0.04621,-791,-0.13836,-1018,-0.17807,-165.3,-0.00725,-0.02891,368.8,0.06451,-98.9,0.00174,-0.0173,0
1eeq_1,0.56513,0.72986,20797.9,11.97346,0,41522.3,23.90461,-4918.38,-0.23648,-2.83154,10314.8,5.93828,-160.315,-0.01554,-0.09229,10483.1,6.03518,-4758.065,-0.45388,-2.73924,185,0.4599,670.261,-358.041,-0.53418,-0.20613,-371.401,-0.55411,-0.21382,1675.74,-311.993,-0.18618,-0.17962,-512.19,-0.30565,-0.29487,0.52701,0.71062,21688.6,12.48624,42638.4,24.54715,-4490.2,-0.20703,-2.58503,11725.4,6.75037,-5.29552,-0.00045,-0.00305,9963.2,5.73587,-4484.90448,-0.45015,-2.58198,0.03812,0.01923,-890.7,-0.51278,-428.18,-0.02945,-0.24651,-1116.1,-0.64254,-1410.6,-0.81209,-155.01948,-0.01509,-0.08925,519.9,0.29931,-273.16052,-0.00373,-0.15726,0
1eku_1,0.54739,0.67124,49696.7,11.84665,0,99216.1,23.65104,-13604.5,-0.27375,-3.24303,22370,5.33254,-4302.52,-0.19233,-1.02563,27326.7,6.51411,-9301.98,-0.3404,-2.2174,385,0.57168,1475.13,-617.118,-0.41835,-0.14711,-689.409,-0.46735,-0.16434,3106.18,-732.383,-0.23578,-0.17458,-1044.8,-0.33636,-0.24906,0.52383,0.65292,51609.4,12.3026,101477,24.18999,-12673.5,-0.24557,-3.0211,25496.9,6.07793,-3795.12,-0.14885,-0.90468,26112.5,6.22467,-8878.38,-0.34,-2.11642,0.02356,0.01831,-1912.7,-0.45595,-931,-0.02818,-0.22193,-2260.9,-0.53895,-3126.9,-0.74539,-507.4,-0.04349,-0.12095,1214.2,0.28944,-423.6,-0.00039,-0.10098,0
1eqw_2,0.5069,0.68728,26917.7,12.11963,0,53544,24.10806,-5422.08,-0.20143,-2.44128,12897.5,5.80707,294.195,0.02281,0.13246,14020.2,6.31256,-5716.275,-0.40772,-2.57374,172,0.57803,713.937,-646.571,-0.90564,-0.29112,-652.829,-0.91441,-0.29393,1681.29,-597.714,-0.35551,-0.26912,-904.362,-0.5379,-0.40719,0.46064,0.65931,27897.7,12.56087,54668.5,24.61436,-4430.07,-0.1588,-1.99463,14395.7,6.48163,773.376,0.05372,0.34821,13502,6.07924,-5203.446,-0.38538,-2.34284,0.04626,0.02797,-980,-0.44124,-992.01,-0.04263,-0.44665,-1124.5,-0.5063,-1498.2,-0.67456,-479.181,-0.03091,-0.21575,518.2,0.23332,-512.829,-0.02233,-0.2309,0
1erv_1,0.60591,0.7228,20536.3,12.50688,0,40428.4,24.62144,-5680.14,-0.27659,-3.45928,10260.8,6.24896,-1228.32,-0.11971,-0.74806,10275.5,6.25792,-4451.82,-0.43325,-2.71122,134,0.61907,510.635,-201.798,-0.39519,-0.1229,-221.663,-0.43409,-0.135,1172.39,-401.911,-0.34281,-0.24477,-446.136,-0.38054,-0.2717,0.57312,0.71145,21211,12.91778,41283.5,25.1422,-5245.83,-0.24732,-3.19478,11327.2,6.89842,-927.52,-0.08188,-0.56487,9883.8,6.01937,-4318.31,-0.43691,-2.62991,0.03279,0.01135,-674.7,-0.4109,-434.31,-0.02927,-0.2645,-855.1,-0.52077,-1066.4,-0.64945,-300.8,-0.03783,-0.18319,391.7,0.23855,-133.51,0.00366,-0.08131,0
1esr_1,0.45046,0.59592,16867,13.71301,0,32460.7,26.39081,-2529.23,-0.14995,-2.05628,10272.9,8.35195,4.51823,0.00044,0.00367,6594.1,5.36106,-2533.74823,-0.38424,-2.05996,192,0.39082,727.813,-210.811,-0.28965,-0.17139,-219.849,-0.30207,-0.17874,1765.25,-277.854,-0.1574,-0.2259,-369.733,-0.20945,-0.3006,0.41605,0.58821,17846.9,14.50967,33697.6,27.39642,-2192.61,-0.12286,-1.78261,11783.6,9.58016,152.114,0.01291,0.12367,6063.3,4.92951,-2344.724,-0.38671,-1.90628,0.03441,0.00771,-979.9,-0.79667,-336.62,-0.02709,-0.27367,-1236.9,-1.00561,-1510.7,-1.22821,-147.59577,-0.01247,-0.12,530.8,0.43154,-189.02423,0.00246,-0.15368,0
1ewj_2,0.54043,0.69349,22878.7,12.14368,0,45390.7,24.09273,-4969.29,-0.2172,-2.63763,11051,5.86571,667.942,0.06044,0.35453,11827.7,6.27797,-5637.232,-0.47661,-2.99216,336,0.59847,1262.49,-506.14,-0.40091,-0.26865,-502.782,-0.39825,-0.26687,2828.96,-226.034,-0.0799,-0.11998,-564.69,-0.19961,-0.29973,0.48339,0.66353,24527.3,13.01874,47599.1,25.26492,-3862.09,-0.15746,-2.04994,13648.9,7.24464,1443.97,0.10579,0.76644,10878.4,5.7741,-5306.06,-0.48776,-2.81638,0.05705,0.02996,-1648.6,-0.87505,-1107.2,-0.05974,-0.58769,-2208.4,-1.17219,-2597.9,-1.37893,-776.028,-0.04535,-0.4119,949.3,0.50387,-331.172,0.01115,-0.17578,0
1ex2_1,0.5037,0.68732,36488.5,12.47044,0,71987.2,24.6026,-7766.22,-0.21284,-2.65421,18458.8,6.30854,-516.627,-0.02799,-0.17656,18029.7,6.16189,-7249.593,-0.40209,-2.47765,148,0.51177,525.999,-172.421,-0.3278,-0.05893,-166.109,-0.3158,-0.05677,1323.32,-419.35,-0.31689,-0.14332,-409.68,-0.30958,-0.14001,0.49902,0.68323,37149.8,12.69645,72847.4,24.89658,-7605.29,-0.20472,-2.59921,19574.7,6.68992,-508.632,-0.02598,-0.17383,17575.1,6.00653,-7096.658,-0.40379,-2.42538,0.00468,0.00409,-661.3,-0.22601,-160.93,-0.00812,-0.055,-860.2,-0.29398,-1115.9,-0.38137,-7.995,-0.002,-0.00273,454.6,0.15537,-152.935,0.0017,-0.05227,0
1f1c_1,0.38703,0.56978,25516.9,12.75845,0,49563,24.7815,-4198.26,-0.16453,-2.09913,13273.2,6.6366,-93.9077,-0.00707,-0.04695,12243.7,6.12185,-4104.3523,-0.33522,-2.05218,155,0.25114,626.442,-364.9,-0.5825,-0.18245,-352.895,-0.56333,-0.17645,1644.84,-216.433,-0.13158,-0.10822,-414.138,-0.25178,-0.20707,0.36079,0.55885,26321.9,13.16095,50513.5,25.25675,-3506.57,-0.13322,-1.75328,14626.4,7.3132,252.23,0.01724,0.12612,11695.5,5.84775,-3758.8,-0.32139,-1.8794,0.02623,0.01094,-805,-0.4025,-691.69,-0.03131,-0.34585,-950.5,-0.47525,-1353.2,-0.6766,-346.1377,-0.02432,-0.17307,548.2,0.2741,-345.5523,-0.01383,-0.17278,0
1f1g_2,0.4652,0.67157,26884,12.15371,0,52878.8,23.90542,-5625.85,-0.20926,-2.54333,13431.4,6.07206,-807.623,-0.06013,-0.36511,13452.6,6.08165,-4818.227,-0.35816,-2.17822,173,0.48225,642.072,-273.744,-0.42634,-0.12375,-272.382,-0.42422,-0.12314,1645.33,-336.603,-0.20458,-0.15217,-426.519,-0.25923,-0.19282,0.43842,0.65512,27741.4,12.54132,54000.9,24.4127,-4938.6,-0.17802,-2.23264,14788.2,6.68544,-310.462,-0.02099,-0.14035,12953.2,5.85588,-4628.138,-0.3573,-2.09229,0.02678,0.01644,-857.4,-0.38761,-687.25,-0.03124,-0.31069,-1122.1,-0.50728,-1356.8,-0.61338,-497.161,-0.03914,-0.22476,499.4,0.22577,-190.089,-0.00087,-0.08594,0
1f1j_5,0.51648,0.65499,44313.8,11.86447,0,88210.7,23.61732,-11223.4,-0.25327,-3.00493,20246.6,5.42078,-895.872,-0.04425,-0.23986,24067.2,6.44369,-10327.528,-0.42911,-2.76507,316,0.40762,1262.18,-379.681,-0.30081,-0.10165,-392.955,-0.31133,-0.10521,2866.23,-562.207,-0.19615,-0.15052,-659.903,-0.23023,-0.17668,0.5051,0.64635,45959.1,12.30498,90394.6,24.20203,-10516.8,-0.22883,-2.81574,22840.9,6.11537,-410.312,-0.01796,-0.10986,23118.2,6.18961,-10106.488,-0.43717,-2.70589,0.01139,0.00864,-1645.3,-0.44051,-706.6,-0.02444,-0.18918,-2183.9,-0.58471,-2594.3,-0.69459,-485.56,-0.02628,-0.13,949,0.25408,-221.04,0.00805,-0.05918,0
1fcf_6,0.50665,0.67382,69372.4,12.1238,0,137042,23.95002,-14990.4,-0.21609,-2.61978,32803.3,5.73284,-31.0055,-0.00095,-0.00542,36569.1,6.39096,-14959.3945,-0.40907,-2.61436,266,0.3584,984.841,-140.769,-0.14294,-0.0246,-113.612,-0.11536,-0.01986,3158.82,-423.107,-0.13394,-0.07394,-350.208,-0.11087,-0.0612,0.50817,0.68015,70711.6,12.35785,138668,24.23418,-15153.4,-0.2143,-2.64827,34912.9,6.10152,-378.852,-0.01085,-0.06621,35798.7,6.25633,-14774.548,-0.41271,-2.58206,-0.00152,-0.00634,-1339.2,-0.23404,163,-0.00179,0.02849,-1626,-0.28417,-2109.6,-0.36868,347.8465,0.00991,0.06079,770.4,0.13464,-184.8465,0.00364,-0.0323,0
1fdj_11,0.47746,0.64124,67969.2,12.05128,0,134641,23.87252,-13308.9,-0.19581,-2.35973,32040.1,5.68087,-1051.1,-0.03281,-0.18637,35929.1,6.37041,-12257.8,-0.34117,-2.17337,271,0.14117,1012.31,25.1374,0.02483,0.00446,23.9323,0.02364,0.00424,4175.68,156.519,0.03748,0.02775,137.591,0.03295,0.0244,0.4819,0.65691,69266,12.28121,135961,24.10656,-13466.9,-0.19442,-2.38775,34252,6.07305,-1173.75,-0.03427,-0.20811,35014,6.20816,-12293.15,-0.35109,-2.17964,-0.00444,-0.01568,-1296.8,-0.22993,158,-0.00138,0.02801,-1320,-0.23404,-2211.9,-0.39218,122.65,0.00146,0.02175,915.1,0.16225,35.35,0.00993,0.00627,0
1fe0_1,0.549,0.73042,13314.3,13.18248,0,25548.1,25.29515,-2995.3,-0.22497,-2.96564,6980.89,6.91177,-159.847,-0.0229,-0.15826,6333.41,6.2707,-2835.453,-0.4477,-2.80738,132,0.40445,487.577,-123.185,-0.25265,-0.12197,-122.73,-0.25171,-0.12151,1419.03,-361.391,-0.25467,-0.35781,-344.381,-0.24269,-0.34097,0.53455,0.72737,13975.9,13.83752,26347.1,26.08624,-2827.97,-0.20235,-2.79997,7997.14,7.91796,-43.2036,-0.0054,-0.04278,5978.76,5.91956,-2784.7664,-0.46578,-2.75719,0.01444,0.00304,-661.6,-0.65505,-167.33,-0.02262,-0.16567,-799,-0.79109,-1016.25,-1.00619,-116.6434,-0.0175,-0.11549,354.65,0.35114,-50.6866,0.01808,-0.05018,0
