pdb,F_I-sc,F_dG-cross/dSASAx100,F_dG-separated/dSASAx100,F_dSASA-polar,F_fa-dun,F_fa-intra-rep,F_fa-intra-sol-xover4,F_sc-value
4zqb_1,-36.164,-2.202,-1.622,849.958,1059.987,5.791,116.661,0.642
4zrn_1,-84.093,-3.396,-3.171,916.672,1249.127,7.465,126.953,0.714
4zwv_1,-172.001,-3.725,-3.161,1791.444,1201.589,7.728,153.471,0.713
5a0j_1,-73.492,-2.803,-2.46,708.298,1323.482,7.065,122.256,0.771
5a1k_8,2.61,-1.582,-1.274,1525.051,3599.602,8.106,155.324,0.586
5abr_1,-28.602,-3.258,-2.921,290.749,432.533,2.007,31.471,0.743
5afb_2,-53.866,-1.583,82.714,1520.291,1745.596,6.103,131.765,0.471
5afb_5,-33.335,-1.751,126.892,1366.786,1745.591,6.104,131.767,0.563
5ajn_3,13494.249,163.399,209.435,1935.603,3039.796,135.976,238.88,0.434
5an1_5,-65.275,-2.986,-2.087,969.314,1260.231,5.898,99.474,0.656
5ayp_1,-106.513,-2.953,-2.197,1012.994,1480.865,6.464,112.432,0.722
5b1y_1,-96.486,-2.932,-2.246,1207.575,1041.615,6.391,95.394,0.692
5b3z_1,-14.422,-1.349,-0.309,1005.239,1719.468,9.226,165.075,0.612
5b7z_1,6.773,-0.715,-0.304,708.923,1082.238,6.688,116.565,0.459
5bqn_4,-13.949,-0.942,16.189,2033.372,4628.032,20.188,346.173,0.421
5c04_1,-45.694,-3.073,-2.77,399.422,517.001,2.986,59.104,0.782
5c2x_1,-31.89,-2.331,-2.051,470.198,737.977,5.143,85.617,0.674
5c3q_18,-24.782,-1.317,-0.725,1101.022,1316.058,6.227,129.986,0.449
5c6m_2,-35.46,-2.979,-2.555,357.968,770.614,5.165,81.631,0.718
5c9v_3,-8.727,-1.706,-1.154,1092.886,1365.597,6.483,128.679,0.607
5ca9_6,-15.291,9.939,12.686,891.776,7148.418,33.556,333.333,0.578
5cb2_3,415130.25,2815.393,3030.495,1352.896,17537.665,3186.975,621.973,0.0
5cho_3,-130.668,-2.935,-2.476,1178.676,494.146,3.064,52.547,0.726
5cjj_1,-37.461,-2.977,-2.482,528.245,861.159,4.693,72.811,0.769
5ckl_1,-48.847,-2.942,-2.172,554.713,700.109,4.415,91.464,0.718
5ckm_1,-36.184,-1.878,307.265,592.725,1208.743,5.953,120.091,0.531
5ckn_1,7.052,-0.518,146.306,1133.499,1227.397,5.96,114.512,0.549
5coa_3,-41.968,-2.453,-1.908,740.735,1402.242,8.749,138.79,0.645
5col_1,-76.359,-3.063,-1.749,816.468,1168.65,4.064,64.069,0.706
5cow_2,10.416,-2.059,-1.318,783.629,911.147,5.596,98.523,0.38
5crb_1,-20.21,-1.413,-0.519,825.827,740.265,4.323,78.317,0.39
5crc_1,-1.577,-0.365,2.989,1513.352,1064.033,3.798,58.962,0.632
5cro_1,-33.638,-2.623,-2.409,405.703,645.954,3.891,28.649,0.626
5csa_6,-34.083,-1.429,-0.918,1881.441,5494.255,20.323,341.839,0.664
5d9g_2,198.616,6.367,6.847,1123.313,1056.414,5.969,97.245,0.642
5dbl_1,-17.79,-0.844,-0.461,1308.608,446.05,2.415,47.072,0.656
5dis_10,1.883,-0.537,0.098,1156.713,6090.582,30.108,458.714,0.457
5dqw_1,-95.44,-3.759,-3.059,752.171,773.253,4.135,77.618,0.791
5dra_1,-63.839,-4.268,-4.108,434.618,1494.189,5.666,86.301,0.754
5dtm_1,-54.934,-1.916,-0.877,1389.327,1353.483,5.799,142.452,0.696
5dyk_2,-37.672,-1.742,-0.946,1498.201,3471.494,16.974,304.81,0.669
5dym_1,-52.474,-2.997,-2.33,708.728,488.435,2.621,43.286,0.691
5dyw_1,-18.752,-1.075,99.178,803.757,2609.877,13.072,226.94,0.516
5dzm_3,-210.372,-3.528,-2.772,1701.56,483.405,2.609,46.152,0.746
5e5p_4,-103.177,-3.062,-2.233,1274.739,1867.665,6.963,114.591,0.753
5e6m_3,-19.305,-0.953,-0.367,1219.822,2872.746,14.285,217.533,0.506
5eb9_1,-48.667,-2.744,72.921,512.598,856.672,3.352,48.458,0.679
5edx_1,-56.24,-3.059,21.716,549.107,476.727,2.782,40.625,0.785
5eg8_1,3.525,-1.678,-0.7,1429.798,712.669,3.879,67.634,0.583
5eo6_1,-97.714,-3.696,-3.529,1253.475,1167.547,6.577,147.82,0.75
5ep8_1,-46.954,-3.279,-2.857,477.167,2076.794,7.782,148.603,0.731
5eq9_1,-55.861,-2.19,-1.593,933.986,938.856,5.313,89.283,0.664
5eqf_7,52.587,0.156,1.113,1162.779,1895.856,9.327,179.412,0.45
5ex9_2,-123.753,-1.964,-1.569,2542.511,1745.834,7.708,175.632,0.617
5exv_1,-38.548,-2.327,-1.619,841.475,1729.778,5.901,78.392,0.566
5eyo_2,-77.823,-2.772,-1.735,723.714,371.785,1.916,47.348,0.673
5f05_1,-89.603,-3.396,-2.953,792.874,648.192,4.599,83.361,0.779
5f3k_1,-103.498,-3.062,-2.592,1203.604,940.416,5.018,86.37,0.759
5f5m_14,-13.547,-0.795,-0.26,1360.977,1616.858,8.256,156.221,0.543
5f5m_2,-24.108,-1.692,-0.887,1054.427,1637.497,8.573,156.672,0.487
5f5r_2,-18.918,-1.912,-1.109,937.357,1100.547,5.78,86.56,0.603
5f74_2,19.173,-1.035,-0.326,1244.329,1278.882,6.066,98.73,0.633
5feg_1,527.586,-0.069,0.864,603.912,974.784,3.99,44.434,0.58
5fgo_1,-63.531,-2.538,-1.576,1322.075,375.287,1.992,32.79,0.722
5fjz_4,-45.093,-2.229,-1.432,1054.011,1627.054,6.226,110.996,0.643
5fn0_6,-43.583,-1.474,-0.98,1663.193,3063.311,8.234,179.873,0.581
5fom_2,-52.656,-2.135,-1.363,962.896,1420.404,5.984,103.205,0.757
5fub_1,-123.37,-3.376,-2.573,1119.0,1403.76,8.159,141.86,0.748
5fuf_1,-55.953,-2.148,-0.982,1149.133,1646.677,10.447,156.725,0.635
5gkx_4,-13.269,-1.065,0.514,1176.657,1358.404,7.08,107.729,0.545
5gmj_6,-84.041,-3.512,-2.604,949.355,1058.934,5.475,93.229,0.743
5gt9_1,-44.349,-1.637,-0.946,1465.868,1090.194,6.05,97.571,0.648
5gus_1,-16.827,-1.189,-0.414,1255.423,747.015,3.919,62.248,0.598
5gx8_1,-28.092,-1.082,-0.369,1286.195,2009.23,13.2,223.758,0.529
5gyr_7,-134.534,-2.937,-2.562,1707.407,563.663,2.348,44.598,0.721
5gzu_1,-27.242,-1.531,-1.201,1001.261,4227.742,19.106,342.236,0.549
5h0i_1,-9.184,-0.675,84.591,837.789,2343.339,7.028,146.091,0.511
5h13_1,-50.924,-1.881,-1.156,1188.51,2126.576,7.084,153.791,0.576
5h23_1,-12.907,-2.083,-1.27,336.488,723.329,3.48,62.102,0.7
5h5n_1,-56.619,-3.202,-2.695,680.582,369.108,1.852,39.436,0.721
5h7z_5,12.871,-1.086,0.236,1454.315,1770.418,7.427,126.987,0.582
5hay_1,-38.364,-1.357,-0.74,1684.477,3006.317,12.778,236.038,0.515
5hb0_7,-70.786,-2.61,-2.269,712.743,2703.166,12.153,229.026,0.593
5hb4_7,-21.341,-1.047,-0.16,935.093,7634.562,33.292,616.778,0.427
5hiz_1,-10.238,-2.063,-1.375,336.973,957.063,4.196,38.402,0.675
5hkl_1,-47.067,-2.822,-2.007,814.113,631.456,3.521,62.385,0.692
5hm4_1,-35.466,-2.483,-1.49,471.547,2107.747,13.108,235.061,0.671
5hns_1,-70.446,-2.803,39.008,880.648,1042.634,4.492,92.955,0.711
5ho9_4,-14.042,-0.947,-0.183,1139.85,3018.749,14.576,245.709,0.648
5hpj_1,-45.296,-2.772,32.805,605.276,795.76,4.546,90.032,0.774
5hpk_5,11.537,-1.256,-0.609,1209.501,2140.292,11.119,185.278,0.541
5hqw_1,-33.095,-3.02,-2.8,377.645,1098.153,5.968,103.634,0.749
5hs8_1,416.019,-2.102,-1.308,519.211,624.53,2.36,36.637,0.647
5hsx_3,-40.44,-3.403,-2.566,353.341,917.888,5.809,103.117,0.749
5hu7_1,-24.372,-2.663,-2.052,361.3,1184.798,4.848,103.869,0.716
5hxo_1,-36.496,-3.35,-2.659,1160.644,1070.195,5.155,97.315,0.769
5i10_2,-53.375,-3.163,-3.069,452.876,837.541,4.544,80.369,0.749
5i4c_1,-35.483,-2.777,-1.463,265.183,826.82,3.427,51.207,0.71
5ie7_1,-55.865,-4.803,-4.205,310.469,1485.43,5.849,98.675,0.748
5ifw_6,-35.137,-2.038,-1.661,955.416,4394.751,18.895,312.224,0.676
5ig8_1,518.201,4.209,5.283,1933.62,1901.989,8.344,127.298,0.64
5igh_2,-101.168,-2.112,-1.794,1913.271,967.099,6.724,122.428,0.578
5igp_2,-72.732,-2.881,-2.877,977.203,950.074,7.252,123.462,0.739
5il5_1,-35.509,-3.72,-3.286,286.87,1173.541,5.68,104.309,0.77
5imt_6,-0.545,-1.243,-0.008,1219.915,2375.974,10.335,182.97,0.486
5iqw_2,-25.423,-1.324,-1.128,811.272,543.398,3.095,54.947,0.487
5iu2_1,-50.002,-2.09,-0.716,1011.05,1519.793,5.459,116.463,0.738
5iu9_1,-31.256,-1.018,31.513,1001.875,3014.438,8.186,170.411,0.431
5j1f_4,-9.817,-1.667,-1.277,890.73,963.162,3.722,85.673,0.517
5j6o_1,-30.491,-2.681,-2.34,498.944,1284.716,6.318,108.027,0.783
5j7n_3,-55.616,-1.983,-1.77,1340.212,832.891,3.331,46.132,0.559
5j9c_1,-41.455,-3.179,-2.887,510.542,611.197,3.553,60.559,0.679
5jgk_1,-25.766,-0.965,-0.584,1077.358,992.598,6.571,103.202,0.463
5jk9_1,-29.521,-1.401,170.57,964.525,1210.954,4.673,94.574,0.663
5jrh_1,-12.349,-0.487,0.024,1201.596,2251.073,13.725,255.857,0.606
5jsq_1,-100.359,-3.075,-2.842,1202.742,646.763,4.091,71.093,0.656
5k2i_1,438.569,1.073,1.381,211.912,514.247,3.156,54.871,0.714
5k4b_1,-30.2,-1.534,-0.545,1957.272,1418.836,8.603,163.427,0.625
5k5t_1,-31.623,-1.061,112.414,2215.781,2988.344,9.791,222.558,0.465
5k93_1,63.349,-0.911,0.138,1423.613,1459.914,5.411,96.732,0.612
5knl_11,-0.426,-0.45,-0.113,434.677,4080.787,22.087,405.861,0.635
5kol_2,-65.29,-3.759,-3.516,549.145,641.566,3.645,60.57,0.686
5ks7_1,-53.934,-1.56,-0.693,830.731,1105.158,3.49,56.021,0.608
5kvt_2,-23.335,-0.781,0.171,1317.498,1961.961,6.057,118.655,0.526
5kyn_7,-15.961,-1.623,-1.171,503.752,4241.85,19.192,282.667,0.603
5kz6_1,-44.621,-2.043,-1.457,795.197,1030.806,6.684,127.651,0.572
5l40_2,-46.26,-1.739,-1.419,975.08,885.396,4.93,95.137,0.61
5l45_1,-33.997,-1.355,-0.687,1315.365,944.028,4.759,91.003,0.529
5l6q_1,-34.306,-3.098,64.847,479.721,365.464,1.882,34.693,0.752
5l7d_1,-3.842,-1.381,264.812,1085.838,3198.855,9.79,206.086,0.457
5l7n_1,-27.653,-1.379,97.909,1113.822,1243.981,7.266,114.268,0.57
5lb8_1,-13.265,-0.698,0.115,1494.648,3300.184,7.182,168.737,0.462
5lc1_5,-74.839,-2.83,-2.338,1102.033,1530.155,6.949,119.207,0.639
5lj8_3,-38.924,-2.042,-1.355,1147.12,1085.76,4.691,95.639,0.561
5llj_1,-22.075,-2.789,-2.689,254.188,242.211,1.445,24.414,0.736
5lta_3,-29.061,-2.1,-1.156,1182.056,3158.309,17.598,302.052,0.585
5lvz_1,-37.77,-2.895,-2.04,789.216,982.916,5.218,92.57,0.65
5lx8_1,-45.444,-1.746,16.029,1631.721,2060.327,11.294,241.648,0.625
5m7q_3,-26.401,-2.961,83.083,596.943,510.28,2.523,42.498,0.589
5mat_1,-22.944,-1.41,-0.93,1070.243,1282.038,6.753,124.652,0.554
5mfa_3,-24.751,-1.461,168.752,910.712,2171.24,13.233,262.027,0.61
5mio_5,235.002,1.218,2.45,927.976,3447.072,10.786,197.398,0.527
5mja_1,-22.172,-1.599,-0.605,1092.683,1305.052,5.127,109.701,0.601
5mqh_4,-30.742,-1.008,-0.224,2310.298,1719.204,5.239,96.471,0.561
5msn_1,-29.129,-0.826,-0.456,1820.5,1400.995,6.937,118.48,0.587
5mus_1,-101.569,-2.064,-1.642,2946.533,1646.069,8.435,141.452,0.67
5mwx_1,-42.175,-3.639,-3.357,661.933,474.421,3.084,50.33,0.771
5mz4_7,-22.265,-2.094,-0.633,1265.081,3365.54,16.447,267.768,0.59
5mzo_2,6.933,-0.587,120.023,891.022,8691.967,30.118,582.034,0.344
5n69_1,160.36,-0.995,0.241,1014.494,4403.201,14.059,328.734,0.595
5n71_4,-51.667,-1.75,44.547,1119.299,1460.116,6.413,128.458,0.628
5n7l_1,-27.772,-2.838,0.916,176.332,364.914,1.56,31.684,0.614
5na8_5,-13.577,-0.888,-0.494,1044.082,2614.17,14.871,283.351,0.538
5ncr_1,251.825,1.898,2.963,314.132,762.794,6.176,67.506,0.61
5ncs_1,-33.38,-1.667,17.754,1014.067,2304.163,6.797,141.342,0.538
5nfo_5,6.314,-0.557,0.387,1242.933,1346.28,6.748,125.652,0.57
5nqz_11,-18.401,-1.228,-0.554,1641.138,1080.902,4.485,101.544,0.603
5o8e_2,-41.178,-1.617,-0.793,1229.605,1801.092,10.447,206.757,0.633
5oj8_3,-49.312,-1.89,-0.919,1369.677,1293.014,5.123,82.373,0.626
5omn_2,-30.397,5.446,10.37,874.373,1028.65,6.844,118.504,0.635
5onc_1,-112.747,-3.404,21.291,1163.667,1799.954,7.357,130.14,0.745
5oym_13,-143.636,-3.06,-2.451,1175.866,512.744,2.116,40.142,0.657
5p21_1,-21.617,-1.601,-0.578,1083.186,858.401,3.71,76.313,0.506
5qsl_2,-10.205,-0.985,-1.234,887.07,1237.986,4.369,69.597,0.517
5svg_1,-74.507,-2.582,-1.799,832.056,872.858,3.485,55.36,0.685
5sy4_1,53.915,1.645,1.991,1010.878,551.206,3.912,68.978,0.694
5t93_1,-39.116,-3.307,75.867,215.981,378.894,2.167,31.088,0.551
5t9f_1,-12.345,-1.426,-0.558,369.228,1187.469,6.467,122.329,0.654
5tc2_1,-26.746,-3.052,-2.565,247.046,354.224,1.18,25.085,0.699
5tdq_2,-9.04,-1.107,0.278,561.036,857.736,3.526,54.749,0.519
5trb_1,-36.475,-2.752,-2.167,450.548,299.615,1.82,31.819,0.627
5tus_3,-68.578,-2.325,-1.662,1232.568,4077.314,16.847,292.091,0.654
5u0i_1,-52.656,-3.283,-2.248,650.427,353.259,2.075,41.98,0.799
5u0k_4,-36.648,-2.02,-0.864,716.997,598.933,2.81,45.246,0.719
5uig_4,7.17,-2.265,103.508,626.459,1737.51,10.769,135.786,0.635
5ujf_2,-23.591,-1.902,-1.414,518.727,559.9,3.614,62.716,0.719
5ume_2,-37.718,-2.17,-1.561,815.447,2018.118,7.979,121.994,0.629
5uos_1,-21.761,-2.071,-0.948,801.074,1086.349,4.943,83.693,0.745
5uqm_2,29.027,-0.688,0.199,1320.096,3050.679,13.932,269.504,0.587
5uvc_5,-23.299,-1.153,-0.578,1311.446,2443.562,9.54,211.236,0.661
5uzx_1,-22.711,-2.039,-1.515,609.736,737.655,4.851,82.45,0.571
5v01_1,-54.845,-3.43,-3.298,705.258,467.137,2.682,61.529,0.656
5v38_7,-13.616,-1.79,-0.172,1150.146,1806.14,10.849,193.48,0.687
5vcp_1,-55.607,-3.45,-3.413,345.817,517.85,3.357,62.112,0.7
5vdf_4,-4.967,-0.52,0.275,368.948,303.173,1.539,26.967,0.74
5vkt_2,-76.454,-3.054,-2.812,850.114,988.707,6.766,117.922,0.674
5vm1_5,-82.776,-3.61,-3.464,871.994,2058.272,11.069,166.551,0.781
5vm4_4,-10.801,-1.88,126.927,259.6,588.787,2.598,48.416,0.798
5vm9_1,13.229,-0.302,0.721,1331.537,6145.366,23.589,361.984,0.338
5vsc_1,-64.122,-2.494,-1.726,1025.568,1093.961,6.493,136.965,0.665
5vxa_3,-57.429,-2.446,-1.31,975.659,781.306,3.916,79.367,0.588
5w5i_6,-35.548,-1.878,-1.147,988.028,1897.565,10.117,197.375,0.631
5wdi_2,-15.792,-1.664,-1.176,570.781,1037.206,5.191,104.873,0.591
5wly_5,-63.855,-2.191,-1.381,811.036,882.923,4.988,92.526,0.637
5wme_4,-72.878,-2.796,-1.917,688.755,480.607,1.901,48.82,0.624
5wme_5,-28.032,-1.996,-1.17,750.664,598.58,2.072,52.3,0.59
5wof_13,-75.872,-3.39,-2.765,1026.032,311.154,1.774,35.423,0.751
5wqi_2,-61.793,-3.145,-2.767,931.897,616.509,3.265,57.513,0.698
5wtx_4,-3.363,-0.989,0.837,1601.571,5740.145,20.837,252.122,0.521
5wyg_1,-64.869,-3.305,-2.979,772.846,417.461,2.366,33.935,0.674
5x9i_1,-55.432,-1.92,-1.873,877.582,1418.879,6.919,139.915,0.61
5xbi_1,-15.377,-0.604,0.063,871.2,527.939,3.176,56.397,0.531
5xfl_2,-5.069,-1.524,-0.923,1709.745,2646.236,12.418,170.657,0.487
5xo7_1,-54.956,-4.309,-3.749,396.051,1048.623,6.635,105.506,0.744
5xpu_3,-95.637,-2.732,-1.703,2194.393,1282.175,5.305,77.011,0.642
5xq1_1,-109.154,-2.576,-1.903,1454.853,1925.682,11.063,178.969,0.645
5xwe_1,-27.805,1.823,122.899,557.198,286.565,1.313,21.67,0.688
5xwm_1,-7.691,-1.599,-0.719,1201.516,2180.676,9.939,166.8,0.562
5xwm_3,-19.207,-0.775,0.294,1139.892,2349.15,10.306,169.868,0.607
5xwz_2,-50.602,-4.253,-3.824,434.383,1142.965,5.605,98.552,0.714
5xzw_7,6.285,0.153,0.893,1525.619,2634.02,12.33,153.531,0.491
5y2f_2,-10.113,-1.023,-0.505,878.31,1300.328,5.571,112.675,0.484
5y3e_2,295.837,-1.277,-0.671,770.801,1176.611,6.3,123.408,0.61
5y4s_6,576.239,16.02,18.577,1514.962,1381.279,9.034,105.272,0.482
5y4t_1,-20.951,-1.479,-0.415,342.913,513.188,3.069,53.871,0.61
5y5w_17,-40.091,-1.767,-1.02,1757.379,1674.35,5.52,92.592,0.7
5y5w_3,-11.583,-1.174,0.709,1214.792,1413.782,4.772,84.718,0.607
5y9h_4,-32.226,-1.595,-0.962,974.164,2284.861,9.475,155.316,0.54
5y9h_6,-30.95,-1.27,-0.219,1583.261,2283.176,9.602,160.529,0.557
5yfn_4,-18.233,-1.722,-0.914,1025.268,2792.641,10.554,175.491,0.653
5ygs_6,-54.983,-2.16,-1.334,606.758,2096.861,10.512,196.681,0.603
5yii_1,56.576,1.13,4.797,845.665,1428.551,8.617,134.031,0.622
5yii_2,56.662,1.181,4.835,850.402,1428.551,8.617,134.031,0.601
5yij_13,915.636,3.248,8.656,1799.062,6727.864,31.957,462.489,0.502
5yij_5,4.609,-0.613,0.39,198.113,6666.023,30.858,462.446,0.293
5yik_15,-13.903,-2.399,-1.449,535.148,6485.147,27.558,463.423,0.612
5yim_2,-32.203,-1.274,-0.409,2603.539,6133.652,32.267,420.608,0.547
5yp1_3,-25.366,-0.971,31.043,1603.565,3818.96,14.053,292.685,0.462
5yrg_1,252.147,-3.297,93.719,396.86,495.386,2.964,53.587,0.686
5ytb_12,4.506,0.483,1.126,49.305,5119.448,21.529,459.279,0.833
5z0y_1,-21.736,-1.288,0.103,514.795,1679.569,7.245,152.253,0.64
5z70_2,-23.954,-1.867,-1.636,522.682,3446.651,14.152,237.207,0.533
5zhq_1,-6.98,-0.901,0.13,1338.945,1906.1,9.109,153.304,0.534
5zln_1,-74.695,-1.816,146.069,1706.36,3728.284,16.237,284.488,0.674
5zmd_1,40.19,-0.598,46.95,1042.945,3837.069,19.404,204.579,0.413
5znd_3,-1.235,-1.48,0.4,986.814,774.577,3.434,70.041,0.571
5ztf_1,1168.628,0.726,2.466,984.794,6225.195,26.465,366.514,0.642
5zw3_1,-80.639,-2.302,-1.543,1300.89,960.493,4.666,95.884,0.58
5zyo_2,-281.576,-3.394,-2.663,3518.341,722.258,3.254,71.491,0.721
6a16_5,-84.509,-3.222,-2.937,1004.742,1791.342,11.314,198.651,0.807
6a17_1,29.574,-2.116,-1.778,592.021,2096.169,12.099,203.493,0.665
6a1z_5,-26.001,-1.154,-0.12,1812.244,2407.894,8.979,155.634,0.539
6aeg_3,420.924,1.748,2.703,918.833,9650.116,39.049,611.052,0.384
6aob_1,479.545,-2.053,-1.131,1009.682,661.463,4.221,65.492,0.591
6ar4_1,828.418,-0.015,3.089,224.439,436.712,1.961,29.607,0.578
6as7_3,293.74,4.598,7.529,1402.969,7007.128,33.371,390.313,0.505
6auj_1,862.037,18.115,18.762,2143.568,941.244,5.925,112.6,0.717
6azh_1,-146.278,-2.912,-2.328,1917.305,879.169,5.322,84.541,0.651
6b5q_7,-1.843,-0.257,0.414,1121.387,1133.104,3.595,83.19,0.544
6b72_1,-61.099,-2.407,-2.126,737.526,892.694,2.621,56.648,0.645
6bb8_2,12.621,-0.64,1.618,1921.404,6870.776,30.247,443.368,0.429
6beb_5,-66.774,-2.916,-2.192,1479.141,2393.012,9.386,189.613,0.677
6bi7_21,-24.154,-1.379,-0.41,1567.75,1263.238,4.252,78.844,0.52
6bm9_1,-222.437,-3.24,-2.898,2173.297,927.413,4.893,84.601,0.733
6bnc_1,-42.357,-2.282,57.239,1231.293,1204.084,6.688,136.852,0.649
6bui_11,22.064,-0.466,0.415,1190.64,3264.608,9.972,173.101,0.437
6bwy_1,161.209,0.929,2.971,1218.806,2205.738,7.936,176.123,0.406
6cf6_1,-118.369,-2.988,-2.662,1169.699,1285.675,5.497,131.884,0.75
6cgb_1,-57.192,-2.578,-1.433,938.207,1033.46,4.525,76.262,0.658
6cjs_3,-104.613,-4.171,-3.668,610.549,917.544,4.936,96.292,0.71
6d2s_6,-55.376,-2.915,-2.405,1032.584,1122.923,6.791,117.977,0.535
6d3l_1,65.261,0.517,1.314,1210.243,2424.883,6.562,129.582,0.455
6d9m_4,-43.593,-2.166,-1.125,1301.997,1197.608,7.784,141.807,0.657
6dd5_1,-38.201,-1.401,-0.582,1219.758,2496.001,14.79,264.426,0.498
6dfk_9,-17.232,-0.836,0.086,1121.533,1260.178,6.779,111.626,0.464
6dkk_1,-143.083,-3.124,-2.54,2021.875,1735.762,9.586,134.625,0.706
6dkk_6,-48.528,-1.603,-0.907,1277.012,1814.924,9.689,133.803,0.612
6eet_1,13.723,-1.629,-0.449,1490.557,3068.598,10.39,183.335,0.681
6ehg_10,-1.442,-0.78,2564.095,38.571,4207.355,20.968,419.008,0.435
6eku_2,-28.112,-1.561,-1.157,1912.615,2695.461,15.579,287.124,0.624
6emt_1,32.81,-1.242,-0.615,1358.822,630.789,4.19,73.991,0.6
6eng_3,-32.222,-1.502,-0.798,1518.261,2186.186,6.378,149.356,0.555
6epp_2,-5.3,-0.878,-0.265,1449.637,3034.827,11.457,221.774,0.52
6ewi_3,-75.568,-2.886,-2.018,931.293,639.828,4.227,65.389,0.737
6f1k_1,-56.286,-2.266,-1.455,962.716,640.871,2.649,63.421,0.554
6f6p_1,-79.497,-3.039,-1.655,547.924,405.829,2.128,43.109,0.637
6fb3_1,-28.608,-1.497,250.042,1015.301,10102.68,29.942,646.549,0.401
6fhm_1,-225.201,-3.022,-2.548,3683.147,1041.483,3.631,83.164,0.678
6fju_1,-103.21,-3.85,-3.418,606.273,630.34,4.079,68.053,0.776
6fjv_2,-49.88,-2.421,-1.663,395.784,483.824,3.229,52.214,0.718
6fnz_4,-155.796,-3.212,-2.819,1361.099,380.177,2.17,31.11,0.679
6fpt_1,-44.993,-2.273,-1.823,1433.791,2182.987,6.393,144.708,0.635
6fwt_2,-51.278,-3.222,67.515,741.614,1183.109,6.799,118.4,0.753
6g16_10,-90.782,-2.654,-1.859,2237.778,2035.693,8.111,173.822,0.73
6g20_4,-55.614,-2.05,-1.469,1352.93,1840.359,10.38,202.157,0.58
6g5g_11,3.131,0.193,2.24,74.976,4007.247,21.606,386.058,0.38
6g88_1,8.816,-0.397,0.436,2066.351,2934.135,13.394,227.005,0.584
6g8t_3,-56.77,-2.909,-2.137,1084.486,556.962,1.973,37.594,0.658
6gc9_1,-38.913,-1.901,-1.424,910.201,1611.685,8.03,125.261,0.687
6gfk_3,-89.243,-2.605,-2.01,1158.724,1136.25,4.245,92.44,0.661
6gjq_3,38.193,-1.503,-0.462,608.95,1018.001,3.798,65.715,0.722
6gsu_1,-74.857,-2.754,-2.208,1048.845,1326.87,5.498,101.922,0.69
6gv1_7,10.305,-0.787,0.268,577.113,1724.965,10.027,118.512,0.603
6gzc_3,-71.696,-2.583,-2.028,915.297,553.841,4.053,64.433,0.723
6h3s_1,-43.119,-1.925,198.695,1311.718,2226.75,9.94,168.562,0.532
6h3u_14,-32.147,-1.604,108.423,888.191,1410.081,7.076,118.847,0.55
6h4h_10,-8.253,-0.382,1.576,1138.709,3732.606,13.593,233.135,0.333
6h97_3,-18.267,-1.197,-0.985,1242.735,1174.441,5.171,113.746,0.543
6hkw_16,-12.647,-0.975,-0.643,1443.166,1899.203,8.764,132.55,0.62
6hzl_2,-27.077,-1.239,25.059,1672.816,1504.988,6.799,136.426,0.43
6i04_3,-21.437,-1.177,106.713,1566.818,3139.594,9.756,156.934,0.502
6i3j_3,6.411,-0.632,0.291,605.724,2377.32,10.188,203.315,0.315
6i7k_1,-8.768,-1.633,-0.871,1089.18,1468.517,6.892,133.706,0.753
6i97_1,-33.01,-1.252,15.839,1582.288,6603.52,19.766,312.396,0.638
6ii0_11,-4.851,-0.799,0.19,1029.326,1597.6,6.38,122.588,0.593
6ii0_6,-211.92,-2.902,-2.486,3103.913,1597.627,6.379,122.586,0.668
6ii0_7,-43.658,-1.8,-0.787,1192.5,1459.525,6.084,117.688,0.602
6iii_1,-27.054,-1.513,-1.187,1493.928,2566.483,11.162,216.378,0.649
6iny_1,-45.498,-1.744,-0.654,1536.639,2516.719,11.503,211.424,0.626
6j09_4,-13.623,-1.742,5.4,1162.737,3523.284,12.037,159.702,0.659
6j09_5,36.073,-0.453,4.942,1826.514,3523.113,12.035,159.697,0.643
6j20_3,14.656,-0.488,19.965,1356.426,2521.935,10.624,136.278,0.651
6jdu_3,-32.585,-1.143,-0.527,1515.838,2061.416,7.959,157.328,0.604
6jj4_4,234.77,-1.119,-0.339,1214.726,3890.376,15.556,199.753,0.515
6jod_12,18.427,-0.327,44.486,1469.895,1600.823,9.859,102.274,0.503
6jol_2,-7.957,-0.971,-0.168,729.999,1265.1,7.747,112.669,0.542
6jsd_1,-245.15,-3.721,-3.195,2850.737,620.701,3.367,50.616,0.741
6jtz_1,-9.296,-0.816,-0.2,1267.9,1850.137,7.748,127.714,0.498
6k4p_3,1.618,0.051,0.935,332.785,11308.008,37.956,619.423,0.747
6k6n_1,-38.123,-1.64,-0.766,1036.146,731.959,4.179,72.573,0.595
6kc6_7,-11.074,-1.188,0.362,801.824,1077.265,4.272,79.395,0.614
6lnp_1,-35.869,-1.809,-0.991,992.567,2549.138,9.376,161.0,0.581
6mac_5,-63.973,-2.175,126.016,735.896,428.331,1.79,32.686,0.747
6mav_7,-24.706,-1.36,156.43,601.295,955.892,5.227,59.461,0.638
6mxd_2,-28.3,-1.588,1.902,969.565,1774.887,8.746,94.789,0.556
6n5z_1,-64.985,-2.46,-1.563,1100.557,1257.693,4.72,74.759,0.628
6nc7_1,-3.834,-0.375,0.914,1425.067,2252.749,14.147,153.895,0.583
6nfl_3,-34.069,-2.575,-1.92,782.254,762.143,4.354,89.271,0.668
