pdb_id,is_levy,is_physio,len_seq,model_id,DockQ,iptm
6r2f_1,False,False,79,model_1_multimer,0.57,0.3141220211982727
6r2s_8,False,False,300,model_5_multimer,0.009,0.2858054041862488
6r80_2,False,False,284,model_4_multimer,0.756,0.8180766105651855
6rp3_5,False,False,165,model_1_multimer,0.015,0.12959688901901245
6rrc_4,False,False,339,model_3_multimer,0.018,0.1339646875858307
6s1l_5,False,False,430,model_3_multimer,0.013,0.5017290115356445
6tfq_4,False,False,500,model_5_multimer,0.025,0.19388991594314575
6tka_4,False,False,727,model_2_multimer,0.007,0.20925578474998474
6txq_3,False,False,347,model_4_multimer,0.01,0.774003267288208
6ucm_16,False,False,68,model_4_multimer,0.022,0.7171049118041992
6vdd_2,False,False,605,model_5_multimer,0.007,0.30900976061820984
6vjb_4,False,False,1589,model_2_multimer,0.003,0.24306178092956543
6w25_2,False,False,535,model_1_multimer,0.01,0.17073208093643188
6wrh_3,False,False,318,model_3_multimer,0.105,0.11507514119148254
8jdw_1,True,False,386,model_2_multimer,0.007,0.9229022860527039
