File,I_Proba_Consensus,F_SOAP,F_Network_full,F_Network_binding_0,F_Network_binding_1,F_FireDockScore,TrainingColumn,Source
3pyi_1.pdb,0.11861094,-2313.351,-675.3268,-0.3445369107318536,-0.4712660511426336,-120.17,0,QSbio
3q1d_1.pdb,0.14488056,-2179.676,-1029.4872,-0.8661792487879425,-0.8890651439357486,-58.62,1,QSbio
3q5m_5.pdb,0.0133596035,-886.796,-582.9870599999998,-1.3540872898403058,-1.3525204347592432,-13.32,0,Dunbrack
3q64_1.pdb,0.67859566,-3032.425,-2476.0370000000007,-1.7393094316822768,-1.7809002880508251,-60.73,1,QSbio
3qat_3.pdb,0.11063695,-2195.326,-1002.4968,-4.844314884019884,-4.6106501319808295,-146.28,0,QSbio
3qb2_9.pdb,0.46152988,-3678.1809999999996,-1940.3896,-2.060228541067699,-1.9881436847946623,3941.59,0,Dunbrack
3qm2_1.pdb,0.1395799,-1333.896,-2954.2622,-5.7567079503709015,-5.590721547931506,239.81,0,QSbio
3qq6_1.pdb,0.071390614,-1794.089,-832.7030599999998,-2.112837527698929,-2.2987116026841794,-73.01,1,QSbio
3qwm_1.pdb,0.9222724,-3060.908,-2067.5615,-3.5571862926400253,-3.557683359971196,-74.82,1,Dunbrack
3qxu_2.pdb,0.0423027,-1420.925,-827.3878,-2.442892767069853,-1.2471787638408245,-47.0,0,QSbio
3qyj_3.pdb,0.99206734,-4743.794,-3337.2517,-4.7922700864451935,-5.001083678251705,-104.16,0,QSbio
3r03_1.pdb,0.8031746999999999,-2043.595,-2122.917,-3.1151810085515486,-3.992612268036533,-94.47,1,QSbio
3r0n_1.pdb,0.69311696,-2344.512,-2099.2632,-3.167715038207163,-3.1607664474268926,-49.16,0,QSbio
3r6m_1.pdb,0.92373866,-2316.241,-3100.1226,-4.579258386623578,-4.716094485489372,-49.61,1,QSbio
3r8c_1.pdb,0.009023933,-919.36,-190.82777,-1.4425343818474958,-1.9102234801326248,-13.09,1,QSbio
3r8e_1.pdb,0.99241495,-4612.9259999999995,-2920.108,-5.020957862842017,-5.020973781769251,-175.06,1,QSbio
3r8k_1.pdb,0.7703061,-3750.203,-1434.8774,-4.000882358078602,-3.821498645317509,-125.56,0,Dunbrack
3rao_1.pdb,0.002581988,-846.7819999999997,245.22171,5.315062465203057,4.062248493089497,12.2,0,QSbio
3rbg_2.pdb,0.20886663,-2138.025,-1310.0643,-1.850217827272228,-1.8490066811298889,-55.44,0,QSbio
3ret_7.pdb,0.011256104,-841.9960000000003,-473.83197,10.867246164882557,10.867331512683354,-8.44,0,Dunbrack
3rjs_1.pdb,0.92542756,-2388.3360000000002,-2595.9475,-3.2933122300917583,-3.2939137540920083,-93.91,1,QSbio
3rks_2.pdb,0.63427544,-2374.535,-2291.6646,-5.0599553934436505,-5.096668336098749,-50.04,0,QSbio
3rmk_3.pdb,0.019808896,-1317.78,-948.19196,18.976057129014013,19.02713372896137,30.06,0,Dunbrack
3rny_3.pdb,0.013055851,-1201.481,-929.989,-4.198941808188821,-4.300039351629204,1845.69,0,QSbio
3ro8_19.pdb,0.5862751,-3141.784,-1684.6838,-3.2115770755153688,-3.845027738537408,-72.13,0,Dunbrack
3rob_1.pdb,0.5919844,-1524.057,-2930.732,-1.6947825833114851,-0.7923829427136195,-98.37,0,QSbio
3rog_2.pdb,0.0037314072,-899.747,496.61786,0.08510333270098264,0.08394538551024243,-42.39,0,QSbio
3ros_1.pdb,0.99257165,-7551.148,-6666.1636,-7.1745917236816705,-7.174587894336042,-284.81,1,QSbio
3rpc_2.pdb,0.027393933,-2054.071,57.993683,-0.2465481110991595,0.3399181248612356,-52.73,0,QSbio
3rri_2.pdb,0.57638174,-7803.5480000000025,-3375.8394,-4.802576578136846,-4.777235410039267,214.5,1,QSbio
3rt0_1.pdb,0.009223697,-3365.5440000000012,573.4579,4.527484582732791,3.6210286876740296,-27.32,1,Dunbrack
3rt2_2.pdb,0.12490739,-1969.536,-1872.4803,-3.708609162850303,-3.698105730274784,805.15,0,QSbio
3rtl_6.pdb,0.0032787875,-481.714,-195.59618,-1.9008854458333864,-1.4710140379801075,1053.51,0,QSbio
3rtr_20.pdb,0.69466716,-3572.76,-1859.1038,4.631349280311588,4.219482170574065,-102.4,0,Dunbrack
3s4r_7.pdb,0.59130037,-6320.894,-1081.5886,4.137197755705044,4.110040493304857,-179.8,0,Dunbrack
3sdp_1.pdb,0.5892693,-2469.502,-1559.5768,-2.3021975598270363,-2.736299947924005,-47.06,0,QSbio
3smd_2.pdb,0.9920446,-3707.039,-2327.4717,-4.951242039002776,-4.947271130233591,-126.8,0,QSbio
3smt_4.pdb,0.2558035,-3915.1279999999997,-1430.0178,-3.5129228277590703,-3.511161519043351,-116.7,0,Dunbrack
3sno_1.pdb,0.9214203,-2734.474,-2037.4331,0.1368200946856753,0.13127361553019776,-95.48,1,QSbio
3ssi_1.pdb,0.5608464,-1954.819,-2486.3367,0.503757023123174,0.5048010967459722,-35.88,0,QSbio
3sti_6.pdb,0.023673844,-1657.611,-479.8114,6.361518414628439,6.251013274405726,-47.67,0,Dunbrack
3svk_1.pdb,0.63734716,-3031.4179999999997,-2923.943,-4.661784866513911,-4.732444654719587,97.82,0,QSbio
3t6n_4.pdb,0.030434284,-2256.5860000000002,-527.92584,12.491372264859798,12.481920376188116,-17.31,0,Dunbrack
3t9y_1.pdb,0.9924849,-7373.086999999998,-2458.0652,-5.340177231476466,-5.401946659536563,-263.7,0,QSbio
3tbo_1.pdb,0.9248296,-3425.1540000000005,-2274.9824,0.019247970674444573,0.01894719922467171,-115.63,1,QSbio
3teq_1.pdb,0.9248541,-4416.73,-2431.4985,-0.8742534998438279,-0.5856071862314396,-90.62,1,QSbio
3teq_3.pdb,0.9250024,-4417.478,-2479.875,-0.774733601818316,-0.7967044837184362,-84.23,1,QSbio
3ter_1.pdb,0.92341805,-4084.145,-2646.6829,0.2948087129525729,0.7839593342952493,-88.49,1,QSbio
3tg8_4.pdb,0.10518398,-898.416,-1783.2279999999996,-2.4792459577949386,-2.4956538108667465,-17.6,0,Dunbrack
3tgo_11.pdb,0.5165942,-3874.3579999999997,-1294.5541,-0.8066928415864282,-0.9645646071355628,-49.82,1,Dunbrack
3thn_1.pdb,0.40723005,-4330.431,-1615.1311,2.9272055784590254,2.914963041875012,-103.35,0,Dunbrack
3tn4_1.pdb,0.9922334,-6642.566999999999,-2369.9434,-2.884393937549857,-3.1492921423988562,-178.16,0,QSbio
3toe_1.pdb,0.6045126000000001,-2024.231,-1965.8096,-2.2611521669608723,-0.4512371440656122,-94.6,0,QSbio
3tpe_4.pdb,0.017145317,-3965.085,266.67682,-1.24662769526119,-1.2445503300497398,-12.63,0,Dunbrack
3tqj_1.pdb,0.79444253,-4080.836,-2300.4954,-5.084193853524254,-5.120693549783536,-44.35,0,QSbio
3tqu_2.pdb,0.020563383,-1597.7379999999994,-81.85501,-1.0087267667384068,-0.8865565317287608,-91.33,0,QSbio
3tr2_1.pdb,0.99245185,-4201.855,-5284.7275,-7.016392917777548,-6.864332822752131,-154.71,1,QSbio
3trc_1.pdb,0.6621716,-1783.955,-3081.8982,-5.2555434797910685,-5.253748622928003,-77.18,0,QSbio
3tsw_4.pdb,0.033066317000000005,-1229.835,-1026.132,-2.2475047473127634,-2.4058965225937894,1.21,0,Dunbrack
3ty9_4.pdb,0.5887462,-3201.697,-1526.1232,0.7240787259525305,0.6493143465912184,-90.91,0,Dunbrack
3tzu_1.pdb,0.01970189,-1278.2839999999999,-322.3595,-1.7467050181660355,-1.5088192439801609,-45.12,1,QSbio
3u5v_1.pdb,0.9922525,-4448.429,-3891.373,-4.0400823605994365,-4.04261236369591,-139.68,1,QSbio
3u7i_2.pdb,0.9292201,-2766.1459999999997,-3709.218,-2.389803344393273,-1.5318805059502931,-77.61,1,QSbio
3u80_1.pdb,0.87292033,-2618.783,-2430.4172,-0.9769618688283118,-0.2542571119130788,-72.25,1,QSbio
3u8z_10.pdb,0.061372496,-2244.92,-280.70087,3.1871194795825675,3.187033743770169,-8.26,1,Dunbrack
3u8z_2.pdb,0.9850996,-8118.765,-4161.7554,0.06775879950331226,-0.5938785368190554,-120.6,1,Dunbrack
3ucr_1.pdb,0.030648515,-1547.16,-706.9934,1.1684167811066557,3.0345266548847314,-48.77,0,QSbio
3uen_5.pdb,0.017895823,-418.27,-1061.0287,-1.117129441309074,-1.1373873841147846,-24.67,0,Dunbrack
3uf5_1.pdb,0.2952178,-1988.6129999999998,-1276.7117,-4.2228111154670485,-4.436932928258949,-46.9,0,QSbio
3ufe_1.pdb,0.59777457,-11960.853000000001,-7219.2783,-6.876906325721985,-7.047194339890885,599.16,1,Dunbrack
3uit_14.pdb,0.63927424,-2427.835,-2008.8688,0.022530107769084103,-0.0037170218948491,-20.9,0,Dunbrack
3umc_2.pdb,0.32586783,-2989.2459999999996,-1415.6538,-3.2164258049239387,-3.0155888197719483,-65.32,1,QSbio
3uqz_1.pdb,0.10387353,-1828.899,-1198.7719,-3.541126168049723,-3.7599671332915214,-70.69,1,QSbio
3uro_2.pdb,0.039873146,-578.132,-1363.8259,0.34273816847831085,0.3118868719873121,-29.15,0,QSbio
3ut0_7.pdb,0.0032710102,-1384.9679999999994,1036.4983,-2.7840250075463224,-3.3878394347407017,18.33,0,Dunbrack
3v00_10.pdb,0.041151583,-433.29900000000004,-1094.497,-2.2342995374948087,-2.23975913272237,-18.32,0,Dunbrack
3v0e_5.pdb,0.9165336,-2837.079,-1928.7965,-4.270222540261813,-4.28550015148218,-63.29,0,Dunbrack
3v6n_1.pdb,0.07843627,-1767.0020000000006,-1073.4252,-2.790978069815248,-2.6794660312217564,-49.39,0,QSbio
3vdu_4.pdb,0.10090782,-2893.719,-1134.6554,14.769893889198508,14.769905756807626,-48.97,0,Dunbrack
3vh1_2.pdb,0.04028564,-3158.278,-439.81677,5.486229097355344,5.4985319534344645,-78.96,0,Dunbrack
3vnf_2.pdb,0.39858347,-2327.002,-1910.2085,-0.6067179086707399,-0.6039954790499072,-40.29,0,QSbio
3vx3_1.pdb,0.9727899,-2682.532,-3315.8066,-5.213631980382441,-4.0891284462128725,-84.56,1,QSbio
3w64_1.pdb,0.024309209,-289.254,-1206.4982,-1.6113367034739965,-0.8295050214806818,-20.39,0,QSbio
3w66_1.pdb,0.030899812,-689.7860000000003,-1246.1068,3.747152494326472,3.707877320840896,-41.47,0,QSbio
3wbi_8.pdb,0.0035548862,-705.836,123.92743,-3.4437088661053235,-3.4374968943662454,40.76,0,Dunbrack
3wbj_2.pdb,0.019851806,-3423.0809999999997,442.86902,-3.1757514420747874,-3.184762249754608,-53.49,0,Dunbrack
3wbj_6.pdb,0.03826776,-2400.867,-430.72858,-3.3249406562041104,-3.3253443582554185,10.21,0,Dunbrack
3wgn_3.pdb,0.0036436182,-570.19,160.32759,1.7007278955622922,2.1029410274064664,20.28,0,Dunbrack
3wkl_2.pdb,0.0050716726,-1507.056,173.46342,4.0477012366874,4.068230930700866,-27.65,0,Dunbrack
3wnk_2.pdb,0.014408263,-3714.8790000000004,657.5714,-2.617646610199563,-2.6164948120202283,-32.0,0,Dunbrack
3woa_1.pdb,0.92306614,-4153.133,-1740.5448,-4.781325048957455,-4.776776303687316,-98.86,0,Dunbrack
3woi_1.pdb,0.012371873500000002,-655.592,-308.34924,-4.363014593951137,-4.363274300635357,-29.64,0,QSbio
3wpw_1.pdb,0.9227663,-2822.828,-2527.635,-3.640115906531452,-3.9807392438259432,-47.99,1,QSbio
3wud_1.pdb,0.57261807,-1577.601,-2413.9658,-4.834552779939178,-4.836504234253575,-55.2,0,QSbio
3wxm_3.pdb,0.006469088,-771.2869999999997,136.55813999999998,-4.928320770094701,-4.9289256713093845,25.39,1,Dunbrack
3zc9_1.pdb,0.103527114,-2461.029,-900.8903,-0.027491582875140627,-0.04207442474242845,-63.38,0,QSbio
3zig_1.pdb,0.46437073,-2495.132,-2018.8593,-4.4546498527595535,-4.416974785699896,164.76,1,QSbio
3zl7_8.pdb,0.007800712,-1560.971,108.70605,-1.6048911890071231,-1.6056473192725682,9.07,1,Dunbrack
3zpg_1.pdb,0.99249125,-7040.531999999997,-3389.3916,-5.058568512202039,-5.058596343082045,-236.47,0,QSbio
3zrd_1.pdb,0.45109305,-2324.875,-1505.1716,-2.017501857844364,-1.5878861153318973,-75.51,0,QSbio
3zrt_1.pdb,0.044162236,-2049.144,-190.00261,2.3099790973169534,2.126252460339901,-110.32,1,Dunbrack
3zyl_1.pdb,0.9226737,-3698.647,-4053.3347,1.997781999759528,1.9907848680237328,-94.66,0,Dunbrack
4a12_9.pdb,0.013033584,-3557.8059999999996,581.9517,11.511271223792159,11.191522800107627,-98.89,0,Dunbrack
4a56_1.pdb,0.015960936000000002,-1273.585,-398.5164,0.13721800293349126,0.16293999136214493,0.22,0,QSbio
4a64_5.pdb,0.991708,-3306.4040000000005,-3104.8276,-2.8019970141456736,-4.572814442549961,-99.26,1,Dunbrack
4a7p_1.pdb,0.99259853,-8249.357,-7542.482,-8.31151193951731,-8.313541177909888,-230.99,0,QSbio
4aj7_1.pdb,0.21626005,-1717.465,-1649.3922,-2.303404409196554,-2.168376524294804,-21.12,0,QSbio
4aqf_9.pdb,0.0034978979,-1356.608,815.20905,-0.11951481775036216,-0.13322970334070575,-24.53,0,Dunbrack
4aqt_3.pdb,0.015382089,-1390.398,,-0.2318636559289202,-0.1775375941512506,115.26,0,Dunbrack
4aw3_1.pdb,0.004608015,-948.403,-256.19373,-2.0913789758575927,-0.30726078156811343,30.4,1,Dunbrack
4axv_2.pdb,0.04917848,-1808.43,-651.94476,0.5780772872215696,0.5843047630924922,-56.44,0,QSbio
4ayg_2.pdb,0.43872938,-4323.672000000001,-1169.0895,-6.890352977876702,-6.708843264539134,-73.61,0,Dunbrack
4ayn_1.pdb,0.6216483,-1778.4289999999999,-3135.7336,-3.266309908285991,-2.907070436653345,-66.34,1,Dunbrack
4b87_1.pdb,0.115016475,-2152.802,-1137.4813,-2.0572174735133872,-2.030212386458176,-37.41,0,Dunbrack
4bbr_39.pdb,0.0029559375,-333.459,98.78537,10.845441661695244,10.84368794634146,16.97,1,Dunbrack
4bkm_1.pdb,0.9923185,-4806.498,-4675.282,-5.2247213768377785,-5.283209900780993,-139.19,0,QSbio
4bla_10.pdb,0.30356532,-1415.622,-1877.6158,-0.5915073990552177,-0.5915073990552177,-42.57,0,Dunbrack
4bq8_3.pdb,0.13389799,-2482.7670000000007,-969.7676,0.7938288286129248,0.7121834728294936,-28.09,0,Dunbrack
4c0o_1.pdb,0.050833575,-1666.223,-832.6169,-5.871667896156418,-5.808182408666438,13.4,0,Dunbrack
4c0p_1.pdb,0.13005105,-4676.465,-1695.3324,-4.738415029780994,-4.720737708770407,-22.1,0,Dunbrack
4c0s_1.pdb,0.85106957,-3282.8390000000004,-3539.6604,-5.100261042072028,-4.324841852513399,13.76,0,Dunbrack
4c5g_6.pdb,0.12096145,-1404.211,-1557.7542,-3.1560465020604243,-3.169108284652732,1.0,0,Dunbrack
4c98_1.pdb,0.5918411,-2873.277,-1806.9679,-3.5583008935271074,-3.5115905231005686,-12.59,1,QSbio
4ccf_7.pdb,0.0149149895,-1768.236,-45.524063,6.702167419281918,6.952899114318451,-17.98,0,Dunbrack
4cgr_1.pdb,0.9298194,-2635.849,-4597.932,-4.217259824527663,-3.9410661065498975,-51.4,1,QSbio
4chl_1.pdb,0.07636954,-1265.853,-1571.5502,-2.468926656045269,-2.457824546963501,-33.04,0,QSbio
4ckl_2.pdb,0.5415679,-2885.133,-2471.9653,-4.17773743517662,-4.177739299314124,4212.15,0,QSbio
4ckm_2.pdb,0.48049945,-2367.125,-1148.7812,-2.614441814342608,-2.8474726588749086,-80.25,0,QSbio
4ckn_2.pdb,0.99213296,-4682.07,-3862.1978,-5.498544209729371,-2.4547731872727008,-131.61,0,QSbio
4cmp_11.pdb,0.0037155028,-1248.15,391.96533,-6.520104913544666,-6.521504197439742,67.33,0,Dunbrack
4cqo_2.pdb,0.52101564,-1508.902,-2913.1316,-1.689652794753343,-1.50885389183188,-26.22,0,Dunbrack
4cqo_7.pdb,0.06101140400000001,-1669.264,-966.5547,-0.6347624445545328,-0.6348920352047634,-47.16,0,Dunbrack
4cyj_12.pdb,0.42179364,-2298.278,-1761.6055,7.265840677348808,6.857173983244095,-14.57,1,Dunbrack
4czm_1.pdb,0.020282473,-1140.11,-794.6842,-2.101677854664644,-2.379063439047326,24.13,0,Dunbrack
4czm_5.pdb,0.0047915475,-922.2389999999999,-187.21815,-0.7002018265107716,-0.6909434305312638,11.3,0,Dunbrack
4d6y_1.pdb,0.11919167,-1438.817,-1305.171,-2.2956809105784126,-2.8866200991954583,-44.06,0,QSbio
4d94_2.pdb,0.049987566,-2963.421,-434.05444000000006,-6.0841548273880255,-6.08494815903947,-33.99,0,Dunbrack
4d9o_1.pdb,0.5163001,-3067.167,-1752.1287,0.540655271853272,-1.3908899429374009,-62.45,1,QSbio
4da4_1.pdb,0.08427842,-2365.734,-666.4363,-3.245969189068471,-3.4628639478115755,-49.33,0,Dunbrack
4dez_3.pdb,0.08732866,-2080.636,-661.15765,-1.6948076446938405,-1.6798767831727743,-44.77,0,Dunbrack
4dj2_1.pdb,0.05955848,-1592.0720000000001,-1853.0914,-3.0403040409033992,-2.3438980426991614,207.43,1,QSbio
4dj3_1.pdb,0.11227791,-1981.844,-1844.463,-2.6507284107374063,-2.3106475288239468,385.21,1,QSbio
4dkc_1.pdb,0.40178832,-2512.976,-1057.0884,-2.8014254229068096,-3.003438975415877,-94.06,0,QSbio
4dmz_1.pdb,0.16270335,-1568.2089999999994,-1780.101,-3.419494724177357,-2.377016728238735,-68.92,1,Dunbrack
4dq0_1.pdb,0.57076967,-2815.49,-1814.5172,-4.329046725481876,-2.275291321835566,-65.39,0,Dunbrack
4ds3_1.pdb,0.06768178,-1541.5970000000002,-1043.3055,-4.944428553594186,-4.948605334153519,-32.7,0,QSbio
4dsc_1.pdb,0.14318016,-2647.638,-1175.9089,-1.8025741263292323,-2.454851913091263,-55.28,0,QSbio
4du5_2.pdb,0.26874176,-1903.389,-1636.2961,-3.7801689569059302,-4.080885266875038,-32.95,0,QSbio
4dup_1.pdb,0.99245673,-3543.6940000000004,-2965.6262,-6.654241456239767,-6.060807312996538,-170.27,0,QSbio
4dvh_1.pdb,0.6260281,-3164.925,-2179.2324,-5.099578983267587,-5.14024091063283,-51.8,0,QSbio
4dyw_3.pdb,0.9923378,-2942.517000000001,-2469.417,-6.1812248763470325,-6.224935188165658,-154.02,0,QSbio
4e04_1.pdb,0.99213487,-4374.857,-3747.163,-3.5370617870807814,-4.704578358391687,-116.14,1,QSbio
4e4j_2.pdb,0.3691246,-2400.078,-1451.2994,-4.7925279994272625,-5.114025246049112,-60.23,1,QSbio
4e5y_1.pdb,0.991484,-4644.479,-4310.287,-4.030392614767897,-4.1732579466539175,-87.63,0,QSbio
4e69_2.pdb,0.15790865,-2322.905,-1358.1359,0.6561301402330726,0.7991618643750459,,0,QSbio
4e86_14.pdb,0.05290292,-622.8240000000002,-1086.5607,-1.9253740932528447,-1.944581154207548,-42.05,0,QSbio
4e89_2.pdb,0.03819887,-1175.955,-951.943,-2.087693747967695,-2.087704057195806,-45.17,0,Dunbrack
4eht_1.pdb,0.017929676999999998,-948.645,-1116.8666,-1.4931638366805975,-1.9783240999335463,5582.41,1,QSbio
4eib_6.pdb,0.9922937,-5788.375,-2388.774,-1.5555893586766492,-1.5519797672381714,-216.24,1,Dunbrack
4emb_2.pdb,0.026949203,-769.079,-1330.9675,-3.3890572129548016,-3.308115878856103,0.78,1,QSbio
4eo9_1.pdb,0.47074714,-1866.704,-1983.7319,-3.0053929013750103,-3.005260998505916,-45.95,0,QSbio
4epl_2.pdb,0.06480824,-1999.869,-881.23724,-4.720123363767129,-4.719653966651126,-22.22,0,Dunbrack
4eru_1.pdb,0.9215228,-2206.869,-4565.708,-4.0072678678636215,-4.636772975124778,-79.97,1,QSbio
4ese_1.pdb,0.991697,-3054.473,-3354.981,-2.364531022895934,-2.360290517383125,-118.38,1,QSbio
4ex4_1.pdb,0.0028879696000000004,-920.2180000000001,660.48914,-4.044814060758028,-4.291293535307978,21.49,0,Dunbrack
4exn_1.pdb,0.32618109999999995,-2210.8160000000007,-1026.7697,-2.872770698422765,-3.969381397523223,-91.2,0,QSbio
4exo_1.pdb,0.0490096,-658.086,-1490.4602,-3.273013390473367,-3.2747059166002224,-57.22,0,QSbio
4exq_2.pdb,0.16822606,-2888.0029999999997,-2316.7065,-5.057959514382818,-5.030850228860773,391.56,0,QSbio
4f2n_2.pdb,0.795006,-3272.381,-2267.4314,-4.0141688153077295,-3.8346654425366222,-59.92,0,QSbio
4f7o_1.pdb,0.6350686,-1956.058,-3157.115,-1.8126072109601448,-2.4336161422342784,-25.58,0,Dunbrack
4f7r_11.pdb,0.99228305,-7874.154,-4939.505,-0.4686094981902917,-1.4123762661054466,-187.61,0,Dunbrack
4f82_1.pdb,0.5869310000000001,-1966.7720000000002,-1910.0195,-2.828359441015893,-2.89223982455122,-74.65,1,QSbio
4fbi_1.pdb,0.99128133,-2949.7709999999997,-2229.7798,-4.000184667884892,-3.8814950778678017,-154.74,0,QSbio
4fdb_1.pdb,0.9922881,-4258.361,-2659.7244,-4.491607857991151,-4.4916363291373935,-145.51,1,QSbio
4fhl_2.pdb,0.52805334,-4275.862,-1383.136,-1.4407514546331437,-1.4263824594950871,-120.1,0,Dunbrack
4flb_1.pdb,0.041838624,-1657.991,-941.34674,-2.2903216247104186,-2.31885892584113,37.28,1,QSbio
4fn9_1.pdb,0.0703303,-1873.9660000000001,-854.4454,-2.640187537226607,-2.2130625493280807,-39.95,0,QSbio
4fna_6.pdb,0.010721615,-2464.604,481.9812,-0.196438181761224,-0.8725029930070639,5.83,0,Dunbrack
4fqn_1.pdb,0.14268047,-1918.9379999999999,-1292.669,-1.7895170697558656,-1.2418256290002403,-83.8,1,Dunbrack
4fqu_5.pdb,0.0064144023,-540.679,-270.5542,-1.336021419935102,1.5763779593547187,-6.45,1,QSbio
4fr2_1.pdb,0.562894,-2433.669,-3608.9417,-7.2101425878644445,-7.180869756318053,1377.44,1,QSbio
4ft4_1.pdb,0.3818741,-4043.13,-1221.2799,-5.6780611720929794,-5.5040054625142085,-86.4,0,Dunbrack
4fzp_1.pdb,0.99110043,-3527.422,-3232.6426,-5.245765192015901,-3.2859047591904176,-95.36,0,QSbio
4g0a_16.pdb,0.5988481999999999,-3978.974,-1587.8813,-0.8630337634059153,-0.8554080890340429,-53.47,0,Dunbrack
4g0b_5.pdb,0.10379565,-2109.025,-1245.6859,-1.3101560152487588,-1.305144720044985,-44.6,0,Dunbrack
4g1l_10.pdb,0.027546654,-3154.283,-35.940643,3.5473445858716546,3.5488258835214204,-8.68,1,Dunbrack
4g2e_1.pdb,0.44704324,-2807.184,-2094.7993,-4.455501961307101,-4.448810853015937,6254.31,1,QSbio
4g37_4.pdb,0.003932719,-1195.851,372.9174,-3.1031977293632163,-2.9026477987843835,17.38,0,Dunbrack
4g3u_6.pdb,0.98296404,-3620.165,-2344.8542,-1.633520460357758,-0.7248583697979172,-145.37,0,Dunbrack
4g7n_1.pdb,0.33162278,-2229.981,-1657.9276,2.8484629512738824,3.5323574146204693,-11.46,0,QSbio
4g8t_2.pdb,0.5341807,-3101.441,-3083.5981,-5.119569527274436,-5.19501528027866,1379.31,1,QSbio
4ga4_1.pdb,0.06187421,-1781.376,-1787.1731,-3.6100740207383484,-3.725732583224304,659.2,0,QSbio
4gc9_1.pdb,0.57578754,-4858.9659999999985,-2480.6235,-4.530835273093638,-4.531709689080868,181.24,0,Dunbrack
4gdy_11.pdb,0.02925821,-1474.046,-872.7452,7.54963004660618,7.5335321867428675,-33.45,0,Dunbrack
4gew_4.pdb,0.92603314,-6865.847,-2113.096,-2.155953946216079,-2.1522094983028373,-119.77,1,Dunbrack
4gmg_11.pdb,0.0033990561,-1135.231,205.98804,3.4263017149742967,4.814694917805296,-33.56,0,Dunbrack
4gmk_1.pdb,0.9917139,-3490.285,-2830.4263,-5.816140289546095,-5.283805823603031,-118.84,0,QSbio
4gml_1.pdb,0.12537476,-1699.97,-1694.6697,-2.0139014982697647,-1.7558772811809118,-26.7,0,Dunbrack
4gtw_1.pdb,0.0040035993,-1581.5320000000006,1017.25635,-2.3014585742524103,-1.970177881506714,-3.24,0,Dunbrack
4guz_5.pdb,0.9217986,-2676.758,-2085.4324,-4.336700931018688,-4.429737761171373,-83.39,0,QSbio
4gvl_7.pdb,0.0075501613,-1853.1170000000002,347.10547,2.8386715597201233,2.8022396109766694,-31.83,1,Dunbrack
4h2i_1.pdb,0.1337336,-3528.488,-945.4098,-4.890791427586893,-4.895632065026577,-69.14,0,QSbio
4h6u_1.pdb,0.9925885,-9090.701,-3757.3706,-5.996618673649633,-8.227124507136395,-283.9,0,Dunbrack
4h6z_1.pdb,0.9923218,-4119.679,-2554.5671,-3.030438113040864,-5.655643086445275,-150.51,0,Dunbrack
4hc1_28.pdb,0.77557194,-3440.538,-1786.6504,-3.228082544230638,-3.2318705079144574,-83.79,0,Dunbrack
4hd0_5.pdb,0.0074489266,-931.778,-241.40845,0.3794602698502327,-0.2765177573394651,-0.83,0,Dunbrack
4hdg_1.pdb,0.5663696,-2218.985,-1870.3154,-3.8184396907629163,-3.69075906900524,-5.5,0,Dunbrack
4hf7_1.pdb,0.17558824,-1936.361,-1628.6608,-3.617261204156075,-3.6070305826036533,-78.87,1,QSbio
4hhe_4.pdb,0.9599155,-2827.9509999999996,-2868.241,-3.9177633825723652,-3.9265265808378738,-135.44,1,Dunbrack
4hj1_6.pdb,0.70543146,-3544.296,-2230.7651,1.7217046335496655,2.430968937979213,-41.44,1,Dunbrack
4hne_6.pdb,0.92422783,-4882.192,-2133.1548,-1.1369383956252157,-1.2323252211072588,-100.76,0,Dunbrack
4hok_1.pdb,0.7708569000000001,-3063.429,-1603.4094,-1.9634581204720345,-2.405335803620072,-117.21,0,Dunbrack
4hwx_1.pdb,0.5538476999999999,-2062.896,-2143.343,-0.4256591183586152,-0.3909924281834311,-60.06,0,QSbio
4i15_1.pdb,0.008112671,-917.331,-203.478,0.4233409163684098,-0.689095025078615,12.48,1,QSbio
4i1m_4.pdb,0.51839054,-4025.8740000000003,-1815.123,-2.232996557702343,-2.2011340472852545,-32.16,0,Dunbrack
4i1t_1.pdb,0.032896467,-618.099,-1251.1077,-0.2989127620968873,-0.2857465286215343,-56.97,0,QSbio
4i24_3.pdb,0.92242396,-4769.198,-1778.4087,-3.207976976921845,-3.5787588206107444,-141.9,0,QSbio
4i5q_1.pdb,0.9611766,-3201.643,-2696.2927,-1.8966636280824527,-1.21564323073999,-116.14,1,QSbio
4i6s_9.pdb,0.58614486,-3757.671,-1366.7684,4.870624312625693,4.846212634004583,-119.47,0,Dunbrack
4i8c_13.pdb,0.011488391,-1479.453,-412.83002,-3.2393782527637187,-3.2393676263939204,0.13,0,Dunbrack
4ic3_1.pdb,0.9233924,-2767.329,-2030.5219,-3.0739625476132346,-1.584906834906376,-104.08,0,QSbio
4ikm_1.pdb,0.005088766,-1163.884,239.89404,-4.143820177406998,-4.194229383034151,27.13,0,Dunbrack
4ina_1.pdb,0.99228776,-3713.51,-2793.2776,-4.6433872589091,-5.395317170892769,-138.45,0,QSbio
4iry_1.pdb,0.084506586,-2259.657,-888.0231,-2.8705241044891388,-1.7134476488506374,-21.38,1,Dunbrack
4iyp_5.pdb,0.9217286,-3566.748,-1639.1,-3.2516009591398207,-3.2471971678326677,-120.55,1,Dunbrack
4iys_1.pdb,0.99238694,-5350.48,-3896.8613,-3.5627178539517743,-3.5627493081449217,-183.82,1,QSbio
